OTUId	CM30b51-B	CM30b51-M	CM30b58-C	CM30b58-I	CM30b60-E	CM30b60-M	CM30c-O	CM30c-P	CM30c28-N	CM30c28-P	CM30c30-L	CM30c30-N	CM30c35-B	CM30c35-D	CM30c37-E	CM30c37-L	CM30c39-A	CM30c39-E	CM30c44-B	CM30c44-C	CM30c46-D	CM30c46-O	CM30c51-H	CM30c51-I	CM30c53-B	CM30c53-I	CM30c60-A	CM30c60-B	CM30c62-D	CM30c62-M	CM30d12-H	CM30d12-L	CM30d3-D	CM30d3-L	CM31a5-A	CM31a5-B	LB1-A	LB1-E	LB5-A	LB5-I	Plot1-B	Plot1-L	Plot2-C	Plot2-M	Plot3-H	Plot3-N	Plot4-A	Plot4-N	Plot5-I	Plot5-N	Plot6-I	Plot6-N	Plot7-M	Plot7-N	Plot8-I	Plot8-O
OTU_425;size=195;	5	0	3	3	1	4	0	2	0	0	3	11	1	6	8	0	2	1	0	2	0	0	8	1	0	0	6	10	0	0	5	12	8	0	1	2	2	9	11	8	2	1	2	7	5	0	0	0	4	6	5	8	1	1	4	14
OTU_4461;size=20;	0	0	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6702;size=1;	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7471;size=4;	39	7	13	65	122	36	2	4	17	3	2	12	18	0	8	14	26	253	7	3	4	0	6	5	10	1	17	10	5	57	11	45	15	17	7	5	24	62	7	89	26	15	13	8	43	1	105	42	6	8	65	96	12	13	1	60
OTU_289;size=251;	0	2	2	1	0	0	0	9	3	5	0	0	10	19	4	0	0	0	0	0	0	1	36	3	4	15	2	10	2	54	0	4	0	0	5	1	1	0	2	1	0	2	0	10	0	7	0	5	9	0	11	11	0	0	0	0
OTU_6791;size=607;	1	0	0	12	0	0	5	2	1	1	0	0	3	21	0	1	0	27	0	1	0	0	0	0	29	0	55	4	8	20	1	1	0	3	1	0	0	0	0	2	1	0	0	0	0	4	0	4	1	0	7	0	0	2	0	0
OTU_6;size=29590;	67	1	199	3	221	1936	5	427	18	79	7	7	13	82	486	284	92	77	28	6	22	42	248	31	156	64	42	96	55	162	345	640	235	331	31	36	30	40	32	3	0	0	19	660	368	4	212	5573	207	142	184	134	36	41	399	3181
OTU_4462;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4463;size=14;	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_351;size=174;	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	9	4	1	21	5	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	1	0	45	11	0	0	0	0	22	15
OTU_768;size=49;	0	0	1	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	1	0	0	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_615;size=50;	0	0	2	0	0	0	0	2	0	0	0	0	3	2	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	8	8	0	3
OTU_253;size=629;	2	3	6	2	1	3	10	1	10	1	11	8	0	3	10	2	5	16	3	1	4	5	1	4	11	9	19	48	0	13	11	7	2	6	10	10	9	31	11	18	0	0	16	13	9	0	2	4	10	1	19	3	0	3	23	10
OTU_11594;size=1;	0	0	0	0	0	0	1	0	0	0	0	0	0	1609	0	42	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0
OTU_8445;size=1;	40	1	9	0	52	27	139	153	745	0	1	0	239	1	1	51	73	103	8	147	13	53	6	41	20	0	49	8	0	0	0	156	61	71	89	160	7	63	1	197	0	0	107	174	22	15	0	0	274	0	116	2	63	123	186	621
OTU_3647;size=48;	3	0	5	3	0	0	0	3	0	1	0	0	4	1	2	0	0	1	0	0	0	0	5	2	1	1	1	5	4	3	4	5	5	7	1	0	1	0	0	4	0	0	0	5	5	4	2	0	5	2	2	1	0	1	6	5
OTU_376;size=336;	1	3	5	6	3	1	16	7	5	54	0	3	0	1	0	2	1	2	0	0	0	31	3	0	9	10	4	13	25	3	0	5	3	3	5	0	2	5	2	4	1	2	1	2	9	9	27	4	5	9	0	8	0	0	3	7
OTU_182;size=765;	4	1	1	83	2	0	0	3	0	0	3	2	52	3	0	2	0	1	0	0	0	11	1	12	4	3	13	8	0	3	5	7	1	49	0	0	0	8	2	11	9	2	2	35	28	6	13	2	8	0	5	28	21	4	5	10
OTU_9011;size=15;	1	0	6	3	1	9	0	9	2	1	1	0	0	0	1	0	2	6	1	0	0	0	5	20	0	0	6	8	0	25	6	1	2	29	0	0	0	0	7	1	0	0	0	0	0	4	8	5	11	7	1	6	0	0	0	6
OTU_206;size=963;	13	3	4	4	18	1	2	1	1	3	1	1	0	4	7	2	6	1	8	2	1	4	6	1	1	4	2	8	0	9	8	12	25	30	5	2	5	16	20	19	0	7	1	2	4	6	37	26	13	8	21	12	4	11	5	11
OTU_11241;size=7;	0	2	0	76	3	3	0	1	0	0	2464	48	2	1	0	284	0	0	1	0	414	3	1	2	2	1	38	7	0	0	2	4780	1	1	0	0	273	2	1357	1	0	0	2788	8	0	0	0	1	0	2	1203	0	0	0	5	0
OTU_127;size=680;	40	0	9	1	0	1	0	6	2	0	0	0	3	4	0	1	0	5	0	0	0	2	9	1	1	1	30	0	2	0	14	24	3	0	18	0	0	35	20	51	0	0	0	174	14	64	0	0	0	0	0	0	1	0	20	46
OTU_2117;size=81;	5	4	0	2	3	1	0	2	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	2	1	1	1	0	3	0	2	1	4	3	0	2	0	4	6	0	0	2	1	4	6	12	13	4	0	3	5	1	11	2	10
OTU_3628;size=113;	4	7	2	2	3	5	0	1	0	0	0	0	0	0	0	8	0	3	2	0	0	0	0	3	0	0	4	16	0	0	28	16	7	0	0	0	0	0	0	0	0	0	2	0	12	0	19	31	11	6	10	8	0	0	0	0
OTU_976;size=75;	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	5	0	2	3	0	0	5	1	0	0	2	0	0	0	0	4	8	9	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	1	0	0	2	2	0	0
OTU_4437;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_327;size=220;	14	7	3	17	0	0	13	4	10	5	0	0	0	1	0	1	0	0	3	0	1	1	3	3	1	4	11	57	0	18	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	9	14	1	0	3	0	0	0	0	0	0
OTU_4088;size=6;	0	0	1	2	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	78	0	0	1	0	0	0	0	0	0	0
OTU_35;size=5024;	60	35	17	98	21	35	40	32	59	89	17	5	92	57	5	24	1	3	10	18	14	26	30	38	60	52	23	133	22	501	62	168	65	261	34	10	22	44	33	98	124	35	9	160	407	107	87	50	65	51	66	29	8	10	22	99
OTU_6086;size=37;	3	14	1	69	9	481	3	15	6	4	1	8	14	18	2	7	0	4	13	1	0	12	2	2	3	4	12	10	11	1	9	11	13	1	0	7	10	79	32	6	0	0	0	65	3	3	10	16	10	4	8	12	23	8	1	1
OTU_10101;size=1;	14	2	1	3	1	2	0	2	0	4	3	0	2	3	0	2	3	0	2	5	0	1	9	0	1	1	5	3	0	0	0	6	25	19	1	1	4	69	22	7	6	1	1	0	4	0	8	7	1	1	3	6	7	3	0	3
OTU_4457;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71;size=3815;	55	54	26	31	32	25	22	98	65	9	54	46	31	59	19	28	21	6	3	12	85	212	19	8	119	15	10	17	7	45	27	92	97	162	10	16	49	138	240	37	16	11	4	20	73	14	190	43	74	87	30	40	78	18	75	71
OTU_249;size=1457;	14	119	17	181	10	4	39	59	100	91	128	84	23	22	24	18	10	23	1	3	18	13	9	14	67	30	12	40	19	8	59	40	33	44	18	14	47	101	228	198	6	2	26	61	67	36	16	30	34	42	19	28	34	38	34	50
OTU_1466;size=27;	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_786;size=104;	0	0	1	1	0	2	2	8	0	0	0	2	1	0	0	3	0	2	0	0	0	0	0	0	6	0	2	12	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	9	0	25	0	0	2	0	1	0	0	0	10	8
OTU_4954;size=8;	1	0	0	2	0	0	2	0	0	8	0	2	0	0	1	0	0	0	2	5	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	4	0	0	1	4	8	0	0	0	0
OTU_7076;size=8;	1	1	0	0	7	21	8	2	3	36	1	4	0	0	0	1	0	0	0	1	2	1	14	11	10	1	20	85	0	2	18	24	0	2	0	1	3	0	41	1	0	0	0	25	14	9	3	5	3	4	0	1	0	1	14	41
OTU_15;size=14950;	2	21	31	30	34	7	373	151	118	33	822	340	13	21	10	25	4	98	4	15	121	310	0	11	250	11	1	44	149	8	227	120	162	141	5	10	408	883	1364	327	6	0	49	71	235	43	53	31	58	206	15	11	54	31	185	301
OTU_591;size=126;	1	0	0	0	1	1	0	3	0	0	0	0	5	0	0	1	3	0	0	1	0	6	6	7	3	0	5	5	0	6	0	4	1	0	2	4	0	0	0	1	7	3	0	0	1	5	1	1	5	0	3	5	0	0	1	7
OTU_1095;size=63;	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	3	0	0	1	0	1	0	0	0	0	0	4	3	2	1	5	3	4	5	0	7	5	3	1	0	0	0
OTU_4262;size=398;	12	12	17	38	6	5	51	23	186	283	11	34	10	11	23	9	2	22	1	2	9	18	9	5	528	200	55	62	7	136	60	34	12	27	16	131	56	31	35	45	7	7	6	22	26	16	18	22	24	4	20	7	2	10	24	61
OTU_1837;size=468;	0	0	5	0	0	27	0	1	0	0	0	0	2	5	4	0	1	25	0	2	0	0	1	1	0	0	7	2	0	0	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	7	1	0	1	0	3
OTU_6422;size=1;	0	0	5	0	40	2	0	0	0	0	0	0	0	1	15	2	3	0	14	63	0	0	0	0	1	0	26	24	0	4	0	4	2	1	0	0	1	26	0	2	0	0	0	0	0	0	0	0	0	29	0	3	14	36	1	0
OTU_467;size=155;	18	0	1	3	1	0	0	1	0	0	0	1	0	0	3	3	0	0	0	1	0	2	8	5	0	1	6	7	0	0	3	0	5	4	3	1	7	7	3	4	3	0	0	4	17	0	8	3	2	8	3	3	0	1	1	4
OTU_51;size=3341;	104	12	11	43	0	30	149	89	9	1	9	0	102	77	0	8	0	0	1	0	0	152	13	23	26	61	3	18	3	26	4	40	213	58	5	1	25	2	11	42	5	0	0	11	0	42	30	14	3	453	27	45	1	7	1	7
OTU_633;size=138;	1	2	1	5	7	2	0	13	2	3	0	1	2	2	4	1	9	1	7	13	0	0	11	6	0	4	8	3	1	8	0	6	7	4	0	2	0	4	5	4	1	0	2	9	26	4	17	0	6	3	4	14	6	4	4	6
OTU_10220;size=176;	3	0	6	7	13	2	54	287	1	0	0	0	4	297	3	3	0	0	3	3	0	0	0	1	1	1	6	1	2	2063	24	218	113	60	0	2	7	0	0	2	0	0	3	1	6	15	3	278	1	9	1	1	1	5	0	11
OTU_4454;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10992;size=103;	1	0	0	215	12	913	0	18	0	1	1687	74	2	2	2	89	0	0	11	2	48	42	4	0	2	0	63	5	0	1	1	792	13	3	0	0	220	1	250	13	0	0	2929	130	10	0	0	5	0	0	1109	1	0	1	11	0
OTU_3850;size=1427;	50	0	1	0	7	1	1	4	0	7	0	3	0	1	1	1	0	1	0	0	0	1	0	1	2	0	8	93	3	0	26	4	0	0	0	1	0	1	6	12	0	0	0	3	3	1	0	12	0	0	6	0	3	0	1	1
OTU_2542;size=91;	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	5	0	1	0	5	16	4	3	2	0	8	0	1	0	0	1	2	0	1	0	0	0	1	2	12	0	0	1	14
OTU_4438;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
OTU_6097;size=597;	0	21	2	0	0	0	0	7	4	0	3	2	0	67	2	3	0	0	0	0	18	0	0	3	6	7	2	0	2	2	5	2	0	18	0	0	8	1	0	0	0	0	0	2	0	0	1	4	0	0	1	0	0	0	0	3
OTU_248;size=1774;	29	5	8	16	17	8	2	9	2	1	0	5	27	23	13	6	12	3	5	7	0	4	39	10	1	6	6	3	5	7	5	17	39	27	15	22	2	3	0	16	7	3	1	16	6	10	42	20	31	36	18	28	7	6	2	16
OTU_7758;size=1;	2	20	5	0	3	2	0	3	4	2	5	1	0	0	6	3	0	0	21	0	30	0	0	22	39	68	2	0	0	17	10	10	25	58	0	0	0	3	0	1	0	1	0	0	0	0	8	220	0	0	4	1	0	0	0	4
OTU_150;size=820;	15	9	5	12	94	20	1	2	12	0	6	18	0	0	19	2	12	4	13	64	0	1	0	0	0	0	26	3	5	20	8	9	1	0	0	0	4	1	0	49	0	0	4	25	7	0	0	29	28	7	86	58	36	58	4	28
OTU_10972;size=1;	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	6	0	0
OTU_123;size=1826;	12	1	7	5	17	4	2	9	2	1	0	0	33	11	14	3	8	8	6	22	0	1	15	9	0	1	50	15	3	5	2	12	36	14	4	4	0	13	2	3	11	0	50	16	109	2	15	4	14	20	9	33	47	133	3	168
OTU_7238;size=36;	30	3	3	10	43	122	4	15	60	3	17	6	9	37	4	1	49	3	13	27	0	0	19	26	10	50	15	151	0	1	8	35	45	15	1	0	1	6	53	88	13	10	3	3	62	7	3	49	0	94	56	824	9	0	6	52
OTU_6155;size=5;	2	0	0	2	3	4	1	1	0	0	0	0	2	0	1	0	2	1	2	3	0	2	5	0	0	0	2	0	0	2	1	2	7	8	0	2	0	2	0	4	1	1	0	1	2	3	14	4	0	0	4	3	2	2	0	4
OTU_11218;size=1;	0	0	27	2	26	5	0	8	2	0	8	1	0	0	87	0	3	2	5	27	0	0	1	0	0	0	9	6	12	39	1	0	0	0	0	0	14	1	23	23	0	0	1	27	24	0	0	1	70	3	0	0	2	0	37	109
OTU_4452;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6135;size=1;	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1
OTU_88;size=1346;	26	15	5	2	6	0	0	2	9	19	6	8	9	14	3	0	2	0	4	6	6	66	36	0	17	16	2	15	0	13	3	9	45	78	16	2	21	34	15	35	0	0	0	12	60	20	307	38	10	20	35	94	2	0	3	6
OTU_11060;size=23;	3	0	0	0	0	3	0	0	11	0	3	0	9	2	1	1	0	0	3	1	0	0	1	0	1	1	2	1	1	12	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	1	20	0	1	0	2
OTU_11209;size=9;	19	42	123	86	22	112	139	127	131	221	16	25	90	102	276	42	33	7	6	23	43	44	65	45	217	157	28	291	28	146	31	92	79	250	65	13	62	103	59	79	42	8	31	76	242	102	79	177	816	156	46	50	45	69	120	428
OTU_6699;size=4;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	1
OTU_251;size=403;	1	0	0	5	2	1	2	10	0	0	0	0	7	1	3	0	1	50	0	1	0	27	5	13	0	0	17	8	2	8	0	23	12	4	13	16	0	8	0	1	1	0	52	6	16	8	0	2	3	3	1	9	2	0	25	37
OTU_181;size=700;	0	11	10	9	1	2	5	16	10	47	8	10	4	33	9	2	0	2	1	0	5	12	1	9	20	9	7	32	25	42	18	9	11	12	42	15	11	27	6	21	2	1	6	43	7	52	0	8	15	7	8	7	0	0	7	22
OTU_2255;size=68;	0	3	2	0	0	1	0	0	0	0	0	0	2	14	6	0	0	0	0	0	0	0	0	0	1	1	6	0	0	6	0	4	0	15	0	0	0	0	0	0	0	0	0	23	6	0	0	2	2	1	1	2	0	2	1	8
OTU_915;size=123;	4	0	0	2	4	1	0	0	0	0	0	0	2	1	1	1	0	1	2	5	0	0	6	9	0	0	5	1	1	3	0	3	3	0	0	0	0	0	0	0	1	0	0	2	6	5	1	0	0	2	3	5	3	2	1	1
OTU_4439;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7118;size=1;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	3	0	1	0	1	0	0	1	0	2	0	1	2	0	0	0	3	0	2
OTU_859;size=92;	0	0	0	0	0	1	2	2	2	14	0	0	4	2	0	0	0	0	1	0	0	0	0	0	1	0	1	30	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	1	0	0	0	1
OTU_4374;size=3;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8936;size=2;	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1914;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	1	1	0	1	0	0
OTU_27;size=4745;	260	11	123	136	105	43	1	8	5	8	14	2	11	14	10	27	30	89	20	47	0	12	7	7	5	7	16	10	0	4	17	182	234	22	0	0	15	69	229	175	0	0	2	5	76	15	292	211	601	324	203	405	164	47	6	12
OTU_204;size=1013;	21	55	4	10	15	6	2	18	38	10	29	39	13	15	11	6	9	21	1	0	13	4	10	0	47	6	15	40	3	1	25	14	22	25	33	11	19	61	81	16	2	1	37	22	18	6	1	6	10	5	8	15	18	10	8	28
OTU_31;size=4658;	67	6	24	64	146	103	0	41	1	1	0	1	4	66	40	6	130	9	5	51	1	2	222	131	15	5	28	9	2	19	8	142	66	118	3	0	0	13	3	12	14	3	58	117	161	2	1	15	52	326	60	150	84	116	3	208
OTU_1801;size=19;	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	3	2	0	1
OTU_2158;size=6;	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	0	1	0	1	0	1	0	0
OTU_10597;size=43;	16	12	74	32	8	47	69	64	120	188	11	20	20	26	147	8	3	19	2	1	3	21	8	7	304	129	4	128	11	124	29	30	8	54	45	12	37	21	26	27	7	8	6	58	52	22	54	89	32	30	16	17	4	11	48	162
OTU_266;size=277;	2	0	3	3	11	16	1	0	0	0	0	0	3	3	8	1	8	4	0	2	0	0	2	10	0	0	8	23	1	0	4	7	1	0	1	1	0	1	0	2	0	2	6	1	26	0	1	2	13	19	2	2	16	42	0	19
OTU_10515;size=17;	8	0	3	36	1	1	0	0	23	3	0	0	15	63	4	87	0	0	0	0	0	0	1	7	25	2	1	17	1	7	0	5	0	3	0	1	9	4	17	0	3	0	0	0	0	1	0	3	3	0	22	5	1	3	1	9
OTU_1034;size=74;	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	0	0	0	1	3	1	3	0	0	0	0	28	4	0	0	0	2	0	0	0	0
OTU_2494;size=12;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_410;size=257;	16	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	35	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	2	0	1	1	11	0	0
OTU_2;size=115341;	1	1	24	4228	15	19	4120	563	2408	389	18	0	266	8010	7	10	0	0	1	0	0	1	5	3	8	2	14	647	3631	77	2	35	2	2	427	175	13	2	6	18	21	169	16	334	4	2950	8	31	236	2	11	25	4	4	11	1
OTU_2290;size=738;	0	0	1	0	4	0	0	42	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	54	0	0	5	0	22	0	0	0	0	0	0	34	0	0	0	0	1	29	5	0	0	0	0	1	22	1	0	0	0	0	1	1
OTU_5840;size=1;	2	0	1	0	2	7	0	3	0	0	0	0	0	0	2	7	7	0	46	10	0	0	1	6	3	1	13	4	255	72	1	2	0	26	0	5	0	1	0	0	3	3	0	20	13	0	1	0	3	1	7	0	0	12	0	1
OTU_6496;size=4;	9	12	0	0	1	3	0	4	3	1	0	0	12	7	0	4	0	0	0	0	0	8	2	0	4	10	3	9	0	5	0	2	9	0	0	0	2	0	6	10	0	0	0	4	7	12	130	1	3	5	4	5	4	0	0	1
OTU_257;size=310;	5	0	0	0	35	0	0	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	42	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	202	0	0	8	3	0	0	0	0	0
OTU_11;size=11316;	6	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	2	0	0	6	0	18	0	0	0	0	186	0	2	0	0	0	75	7	18	0	0	0	0	0	0	0	0	0	0	9952	0	0	0	0	0
OTU_5935;size=12;	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	3	0	0	2	2	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_318;size=741;	2	0	0	3	23	1	0	0	18	4	2	4	0	0	0	0	9	4	0	3	0	4	0	14	38	62	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	24	0	0	2	0	0	10	157	0	0	46	21
OTU_392;size=154;	4	0	1	1	19	11	0	0	0	0	0	0	0	1	5	0	6	0	10	24	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	20	7	27	0	0
OTU_4444;size=7;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
OTU_9098;size=2;	7	14	2	28	2	4	0	0	1	0	12	9	2	1	4	3	0	0	2	0	1	1	1	0	5	1	2	0	0	2	1	4	23	4	0	0	18	2	8	12	0	0	0	0	0	3	9	15	3	2	2	11	9	5	2	3
OTU_10160;size=19;	35	2	0	0	0	46	0	0	0	1	3	41	0	90	0	216	436	0	2	24	0	0	5	0	154	221	12	3	0	470	285	82	48	38	0	0	66	1	2292	41	0	0	0	0	151	0	11	54	0	44	305	0	1	1	3372	192
OTU_11457;size=1;	0	0	0	0	0	2	0	1	0	0	0	0	3	1	0	0	0	8	0	0	0	0	0	0	65	0	36	0	0	23	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1096;size=33;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
OTU_202;size=2086;	45	4	0	2	5	5	0	5	1	0	3	1	5	20	1	3	0	0	0	0	3	17	12	4	1	19	8	0	10	460	3	3	3	276	0	0	0	0	7	7	3	1	2	49	0	2	6	53	12	2	5	2	0	0	0	0
OTU_436;size=514;	1	0	7	0	90	3	0	1	0	0	0	0	0	3	17	3	15	8	25	36	0	2	0	3	8	0	7	0	5	4	1	4	49	5	0	5	0	29	0	16	0	1	0	0	14	0	0	0	0	6	0	13	30	19	2	10
OTU_73;size=960;	11	15	6	0	1	3	0	0	2	0	17	23	59	30	6	5	1	1	0	5	3	190	2	10	6	6	5	3	4	2	5	21	12	3	0	7	10	11	31	31	0	0	23	11	167	20	0	7	7	96	10	22	16	9	0	22
OTU_7514;size=8;	1	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	5	0	3	0	0	0	0	0	2	2	0	0	0	0	9	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0
OTU_709;size=118;	1	1	0	1	7	1	0	3	0	1	0	6	5	3	1	0	0	2	0	1	0	3	0	0	0	0	4	5	0	0	3	1	8	1	2	0	0	0	1	7	0	0	3	5	0	7	0	0	2	1	1	2	1	0	12	16
OTU_184;size=396;	2	0	8	0	2	5	1	2	0	2	0	0	25	10	16	0	11	1	0	2	0	0	21	39	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	13	0	5	25	41	119	0	1
