Superkingdom	Kingdom	Subkingdom	Infrakingdom	Superphylum	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaeria	Lentisphaeria	Lentisphaeria	Lentisphaeria	Victivallales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Oligosphaeria	Oligosphaeria	Oligosphaeria	Oligosphaeria	Oligosphaeria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Lentisphaerae	Lentisphaerae	Lentisphaerae	Lentisphaerae	Oligosphaeria	Oligosphaeria	Oligosphaeria	Oligosphaeria	Oligosphaerales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospira	Nitrospirales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Phycisphaerae	Phycisphaerae	Phycisphaerae	Phycisphaerae	Phycisphaerae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Phycisphaerae	Phycisphaerae	Phycisphaerae	Phycisphaerae	Phycisphaerales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycea	Planctomycea	Planctomycea	Planctomycea	Planctomycea
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycetes	Planctomycea	Planctomycea	Planctomycea	Planctomycea	Planctomycetales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Breoghania
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Kiloniellales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Kordiimonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Magnetococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Parvularculales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sneathiellales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Chitinivorax
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Burkholderiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Hydrogenophilales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Methylophilales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Neisseriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Nitrosomonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Procabacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Betaproteobacteria	Rhodocyclales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deferrisoma
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Bdellovibrionales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Desulfarculales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Desulfobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Desulfovibrionales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Desulfurellales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Desulfuromonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Myxococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Deltaproteobacteria	Syntrophobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Campylobacterales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Epsilonproteobacteria	Nautiliales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Alkalimonas
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Acidithiobacillales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Aeromonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Alteromonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Cardiobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Chromatiales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Legionellales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Methylococcales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Oceanospirillales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Orbales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Pasteurellales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Salinisphaerales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Thiotrichales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Vibrionales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria	Xanthomonadales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Zetaproteobacteria	Zetaproteobacteria	Zetaproteobacteria	Zetaproteobacteria	Zetaproteobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Zetaproteobacteria	Zetaproteobacteria	Zetaproteobacteria	Zetaproteobacteria	Mariprofundales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetes	Spirochaetes	Spirochaetes	Spirochaetes	Spirochaetes
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetae	Spirochaetes	Spirochaetes	Spirochaetes	Spirochaetes	Spirochaetales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistetes 
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistia	Synergistia	Synergistia	Synergistia	Synergistia 
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Synergistetes	Synergistetes	Synergistetes	Synergistetes	Synergistia	Synergistia	Synergistia	Synergistia	Synergistales 
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogae	Thermotogales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Opitutae	Opitutae	Opitutae	Opitutae	Opitutae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Opitutae	Opitutae	Opitutae	Opitutae	Opitutales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Opitutae	Opitutae	Opitutae	Opitutae	Puniceicoccales
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiae
PROKARYOTA	BACTERIA	NEGIBACTERIA	NEGIBACTERIA	NEGIBACTERIA	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiae	Verrucomicrobiales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Acidimicrobiales 
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinomycetales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Bifidobacteriales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Coriobacteriales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Euzebyales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Gaiellales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Nitriliruptorales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Rubrobacterales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Solirubrobacterales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Thermoleophilales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Anaerolineae	Anaerolineae	Anaerolineae	Anaerolineae	Anaerolineae
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Anaerolineae	Anaerolineae	Anaerolineae	Anaerolineae	Anaerolineales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Caldilineae	Caldilineae	Caldilineae	Caldilineae	Caldilineae
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Caldilineae	Caldilineae	Caldilineae	Caldilineae	Caldilineales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexia	Chloroflexia	Chloroflexia	Chloroflexia	Chloroflexia
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexia	Chloroflexia	Chloroflexia	Chloroflexia	Chloroflexales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexia	Chloroflexia	Chloroflexia	Chloroflexia	Herpetosiphonales
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Dehalococcoidia	Dehalococcoidia	Dehalococcoidia	Dehalococcoidia	Dehalococcoidia
PROKARYOTA	BACTERIA	POSIBACTERIA	POSIBACTERIA	POSIBACTERIA	Chloroflexi	Chloroflexi	Chloroflexi	Chloroflexi	Dehalococcoidia	Dehalococcoidia	Dehalococcoidia	Dehalococcoidia	Dehalococcoidales
