OTU_id	Plot03-H	CM30c39-A	CM30c-P	Plot06-I	CM30c46-O	CM30b58-I	CM30c44-C	Plot03-N	Plot04-A	LB5-I	CM30c30-L	CM30c28-P	CM30c60-B	CM30b51-B	CM30c46-D	Plot01-B	CM30c-O	CM30d12-H	Plot08-O	CM30c37-E	CM30c35-D	Plot01-L	Plot05-N	Plot07-M	CM30d12-L	CM30c53-B	CM31a5-B	CM30c53-I	CM30c37-L	CM30c30-N	CM30b60-M	LB5-A	CM30b51-M	CM30c39-E	LB1-A	CM30b58-C	CM30d3-D	CM30d3-L	CM30c28-N	Plot04-N	Plot02-M	LB1-E	CM30b60-E	CM30c62-D	CM30c60-A	CM30c62-M	Plot07-N	Plot06-N	Plot08-I	CM30c51-H	CM31a5-A	CM30c51-I	Plot05-I	CM30c44-B	CM30c35-B	Plot02-C
M00598_54_000000000-ABCWN_1_1106_15693_16360|gene_FolCO1	0	0	59	11	330	0	0	149	0	21	7	21	38	0	50	0	0	24	62	0	0	0	0	0	108	4	482	10	12	4	0	0	16	188	6	640	0	156	0	15	16	22	0	240	0	103	0	3	25	0	91	0	134	0	165	0
M00598_54_000000000-ABCWN_1_1110_25686_6224|gene_FolCO1	3	0	620	15	0	0	0	1	0	0	0	0	18	0	0	0	0	0	115	0	0	1	0	0	1	1	38	0	28	0	0	0	0	318	0	27	0	0	0	0	87	0	0	2	83	0	0	7	95	0	0	119	9	0	0	0
M00598_54_000000000-ABCWN_1_1112_7229_14169|gene_FolCO1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1311	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16693_10566|gene_FolCO1	0	0	71	0	23	0	0	14	0	70	14	32	2	0	4	0	0	4	0	0	0	0	0	0	4	193	10	124	0	19	0	0	0	0	121	189	0	92	329	2	14	2	0	0	1	0	0	0	45	0	25	0	16	0	0	0
M00598_54_000000000-ABCWN_1_1101_7551_13428|gene_FolCO1	10	90	413	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	12	0	0	0	98	1	0	0	0	2	0	8	0	0	0	0	0	6	0	0	0	0	0	371	0	366	0	26	0	0	0	0	1	1	0	0	1
M00598_54_000000000-ABCWN_1_2106_5354_8970|gene_FolCO1	0	3	2	73	0	6	20	24	38	52	0	0	0	43	0	0	1	11	0	2	0	2	24	1	1	23	91	28	57	0	29	0	221	0	0	0	62	5	0	214	0	0	23	0	7	23	0	157	0	34	4	7	2	9	0	0
M00598_54_000000000-ABCWN_1_1101_23718_4277|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	1417	0	0
M00598_54_000000000-ABCWN_1_1101_11879_4438|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_23687_8476|gene_FolCO1	0	3	0	34	0	73	255	1	214	0	0	0	0	114	0	78	4	1	0	5	0	51	5	1	1	0	0	2	22	1	11	0	5	0	0	0	22	90	0	59	1	0	58	0	14	71	0	25	0	33	0	54	8	17	0	0
M00598_54_000000000-ABCWN_1_1101_7030_16202|gene_FolCO1	188	497	24	17	1	72	455	0	0	0	0	0	31	0	0	0	0	43	68	353	511	2	25	251	123	0	585	0	9	0	36	0	3	0	0	0	142	0	0	0	33	0	265	0	52	0	237	32	0	0	12	64	64	0	444	0
M00598_54_000000000-ABCWN_1_1104_9836_8925|gene_FolCO1	14	157	5	3	0	1	1	0	0	2	0	2	0	0	0	0	0	11	54	35	0	0	0	20	26	0	21	0	5	10	14	0	0	689	1	0	100	26	0	0	2	131	11	0	15	0	34	9	10	0	7	6	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_23116_4905|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_8292_9600|gene_FolCO1	27	0	12	0	11	3	0	0	0	1	0	0	0	0	41	0	0	14	130	27	0	0	0	0	225	0	30	0	48	0	7	0	0	46	0	240	60	107	0	0	82	13	0	0	27	0	2	3	134	0	0	0	20	0	0	0
M00598_54_000000000-ABCWN_1_1102_17377_14742|gene_FolCO1	5	0	33	16	43	29	0	73	0	16	3	30	30	2	102	1	0	60	23	2	1	0	0	0	16	267	93	170	9	0	0	5	37	1	5	86	0	27	30	17	25	4	0	35	1	35	0	1	0	0	41	11	7	0	10	0
M00598_54_000000000-ABCWN_1_1101_17950_6219|gene_FolCO1	0	149	0	0	0	0	0	0	0	957	0	0	0	0	0	0	0	1	0	0	0	0	0	0	87	0	0	0	0	0	0	0	1	0	21	0	11	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16833_8373|gene_FolCO1	0	128	0	0	0	14	0	0	0	0	0	0	0	13	0	0	0	58	404	83	0	0	0	45	55	0	0	0	0	0	14	0	0	31	0	0	49	0	0	0	0	8	30	0	0	0	86	197	0	3	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_18913_4485|gene_FolCO1	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2307	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_24761_10191|gene_FolCO1	0	0	16	101	0	26	0	5	0	0	0	7	27	0	0	5	0	0	17	8	36	0	3	0	15	6	299	4	0	0	0	0	1	0	0	4	5	102	1	2	7	0	0	66	4	25	0	130	0	44	67	125	98	0	8	0
M00598_54_000000000-ABCWN_1_1107_21074_3145|gene_FolCO1	0	0	0	53	0	20	0	26	7	0	0	1	0	67	0	0	0	24	0	8	21	0	9	0	26	4	594	32	61	0	0	0	56	0	0	0	3	58	0	28	6	0	1	0	0	11	0	15	0	0	315	2	6	0	70	0
M00598_54_000000000-ABCWN_1_1101_5753_10308|gene_FolCO1	356	213	11	11	12	4	47	0	0	0	0	0	0	0	0	20	42	0	21	8	70	2	12	34	5	0	9	0	2	0	1	0	2	1	1	0	37	1	0	0	0	2	0	0	22	10	31	47	0	17	0	20	3	163	0	0
M00598_54_000000000-ABCWN_1_1101_9540_5583|gene_FolCO1	0	1	0	418	0	0	192	0	0	0	0	0	0	48	0	0	15	0	0	0	1	4	0	14	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	1	0	20	0	0	0	19	70	0	663	0	30	0	48	0	0
M00598_54_000000000-ABCWN_1_1108_10760_14263|gene_FolCO1	0	0	0	5	0	0	620	0	0	0	0	0	0	66	0	30	119	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0
M00598_54_000000000-ABCWN_1_1110_15324_17743|gene_FolCO1	0	56	0	6	0	34	33	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	1	1	0	0	18	0	0	0	0	0	0	0	1127	15	0	0	0	9	43	0	0	0	0	14	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_20066_1213|gene_FolCO1	0	0	0	0	0	0	1153	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
M00598_54_000000000-ABCWN_1_1110_10809_20398|gene_FolCO1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_21704_13266|gene_FolCO1	0	0	24	2	0	6	0	0	0	10	2	0	3	0	363	0	0	2	3	49	0	0	0	0	13	21	110	1	0	0	0	1	2	19	26	111	0	2	1	0	4	40	0	9	0	0	0	0	48	0	94	2	4	0	5	0
M00598_54_000000000-ABCWN_1_1101_15797_1599|gene_FolCO1	0	1422	10	12	16	23	1093	30	9	175	14	0	19	13	0	32	12	19	114	95	11	45	0	137	18	0	0	0	0	8	7	6	0	120	32	29	57	111	0	7	0	44	28	0	54	0	302	13	292	78	0	4	106	48	0	1
M00598_54_000000000-ABCWN_1_1117_9399_4813|gene_FolCO1	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1119_20877_19551|gene_FolCO1	7	22	62	62	5	137	0	4	0	0	0	1	11	0	21	0	0	32	36	226	8	0	17	40	28	0	226	0	117	0	7	0	0	164	0	135	60	23	0	0	27	12	0	0	11	0	74	69	5	50	13	38	8	21	33	0
M00598_54_000000000-ABCWN_1_1102_16049_12458|gene_FolCO1	45	31	254	0	0	0	13	18	0	0	0	0	23	0	1	3	4	0	0	47	0	1	0	0	4	0	142	0	4	0	29	0	0	87	0	94	0	0	0	0	221	0	0	0	5	0	0	1	0	17	11	7	0	18	0	0
M00598_54_000000000-ABCWN_1_2109_8851_13157|gene_FolCO1	0	0	0	4	0	17	0	85	133	0	0	0	0	15	0	0	0	0	46	2	0	0	0	9	204	10	0	0	7	0	4	0	12	0	0	0	45	35	0	38	12	39	109	0	1	103	0	40	0	25	0	27	82	0	69	0
M00598_54_000000000-ABCWN_1_1119_21329_14738|gene_FolCO1	0	1	2	53	0	0	121	0	0	0	0	0	0	60	1	0	0	0	0	1	29	0	43	18	0	0	0	0	6	0	89	0	0	0	0	0	0	0	0	0	3	0	523	0	20	0	49	145	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_8060_12339|gene_FolCO1	0	0	5	106	0	151	7	57	0	57	0	0	2	57	5	0	0	11	18	0	10	0	0	2	44	12	0	26	78	0	2	0	24	0	0	0	245	148	0	17	0	2	28	1	10	16	0	99	1	0	0	4	15	0	12	0
M00598_54_000000000-ABCWN_1_1101_27605_6750|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_27113_14091|gene_FolCO1	0	0	124	0	0	300	0	24	0	0	5	521	17	0	27	0	0	13	0	0	0	0	0	0	0	355	0	247	0	4	0	28	79	0	3	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_9917_13983|gene_FolCO1	0	78	0	0	0	0	959	0	0	0	0	0	0	4	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
M00598_54_000000000-ABCWN_1_1101_16270_16222|gene_FolCO1	27	26	18	110	0	0	0	0	0	0	0	0	0	1	0	0	0	15	309	178	30	0	42	9	15	0	0	0	23	0	0	0	3	0	0	0	21	0	0	0	2	0	0	0	0	0	51	161	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1101_26576_10105|gene_FolCO1	0	0	0	0	0	0	0	0	0	211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	860	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_26014_3990|gene_FolCO1	0	0	13	0	0	0	0	0	0	0	58	0	0	0	738	0	0	5	0	0	0	0	0	0	0	31	0	0	0	81	0	25	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_22097_4809|gene_FolCO1	0	0	0	0	0	0	0	0	0	680	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_13526_12368|gene_FolCO1	0	4	0	0	7	0	0	0	0	242	11	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	12	0	0	3	0	641	0	0	0	0	282	5	1	0	0	2	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16805_23780|gene_FolCO1	0	0	1	37	0	0	285	0	0	0	0	0	1	0	0	128	25	0	0	7	0	20	0	8	10	0	0	0	310	0	3	0	1	0	0	0	0	0	0	0	0	0	48	0	47	0	11	108	0	56	0	61	0	78	0	0
M00598_54_000000000-ABCWN_1_1105_20019_22922|gene_FolCO1	0	0	0	3	0	0	334	0	0	0	0	0	21	0	0	251	13	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23	0	0	0	0	9	0	15	0	58	0	0
M00598_54_000000000-ABCWN_1_1101_16080_1532|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_27725_13330|gene_FolCO1	0	0	12	52	46	0	0	4	0	91	0	0	0	0	6	0	0	3	110	0	0	0	0	0	102	0	0	0	0	3	0	0	0	0	0	401	0	27	0	1	0	12	0	0	4	0	0	4	147	0	0	0	37	0	0	0
M00598_54_000000000-ABCWN_1_1108_24687_5040|gene_FolCO1	8	0	2	89	0	95	0	2	0	0	0	0	3	22	0	364	0	0	0	3	5	12	54	1	2	0	0	1	6	0	3	0	1	0	0	0	45	0	0	3	0	0	43	0	21	0	0	482	0	49	0	92	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_22898_20654|gene_FolCO1	52	7	13	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	185	148	0	0	72	0	45	0	0	0	85	0	88	0	0	22	0	78	0	0	0	0	80	0	128	4	0	0	0	0	0	141	0	0	7	0	0	0
M00598_54_000000000-ABCWN_1_1102_20329_13913|gene_FolCO1	0	0	5	7	3	18	0	15	9	36	9	9	8	1	0	2	0	0	7	5	1	1	10	2	2	6	7	1	8	14	11	0	9	19	5	16	1	22	65	7	256	18	107	0	4	0	1	5	61	5	10	17	4	0	0	0
M00598_54_000000000-ABCWN_1_1102_23231_8357|gene_FolCO1	0	72	0	3	0	123	4	0	0	0	0	0	0	0	3	0	0	0	0	345	0	0	0	120	13	0	0	0	50	0	5	0	0	129	0	6	137	0	0	0	0	0	43	0	15	0	74	15	0	0	0	0	19	0	0	0
M00598_54_000000000-ABCWN_1_1101_19851_4699|gene_FolCO1	0	0	0	0	739	0	0	0	0	0	38	0	0	0	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_20287_5681|gene_FolCO1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	927	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
M00598_54_000000000-ABCWN_1_1103_23429_23944|gene_FolCO1	0	0	3	0	12	1	0	0	0	12	31	2	0	0	363	0	0	24	0	0	0	0	0	0	14	8	6	4	0	17	0	19	47	0	68	112	7	14	4	9	0	1	0	0	0	0	0	0	3	0	8	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_14586_3537|gene_FolCO1	0	1	8	0	0	12	0	4	0	5	35	22	3	0	133	0	0	19	0	0	1	0	0	0	1	108	11	12	0	83	0	4	121	8	34	0	0	0	17	27	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_19563_6544|gene_FolCO1	0	0	0	4	1949	1	2	0	0	0	0	0	0	7	36	0	0	0	1	0	0	0	0	0	4	0	4	0	13	0	0	0	0	47	0	18	2	21	0	0	0	2	3	0	0	0	0	0	0	0	5	0	3	0	3	0
M00598_54_000000000-ABCWN_1_1101_11792_7281|gene_FolCO1	0	0	0	0	0	0	0	0	0	167	65	0	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	117	233	0	44	21	5	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_24724_23186|gene_FolCO1	32	21	29	111	0	76	204	54	10	0	0	0	14	86	0	6	2	0	0	75	6	1	44	42	40	0	0	8	111	0	11	0	0	0	0	0	250	1	0	0	0	0	40	0	43	6	13	135	0	73	0	21	6	11	2	0
M00598_54_000000000-ABCWN_1_1101_7736_16805|gene_FolCO1	0	0	0	0	0	0	0	0	0	48	16	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	88	0	0	456	5	0	7	0	2	0	46	0	0	0	0	0	0	32	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_18723_10502|gene_FolCO1	0	0	113	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	93	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13682_4359|gene_FolCO1	0	1	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	53	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_11338_5042|gene_FolCO1	0	4	1	91	0	1	33	24	15	7	0	8	11	28	0	42	7	20	4	19	0	15	0	20	0	2	0	17	31	0	35	0	2	0	0	8	10	0	0	209	0	0	10	0	0	13	14	33	0	12	0	0	96	15	0	0
M00598_54_000000000-ABCWN_1_1101_8415_7310|gene_FolCO1	18	504	66	62	3	59	339	11	0	152	4	1	24	9	7	0	19	3	15	132	1	1	77	72	8	0	67	0	11	25	6	10	5	66	8	18	49	1	0	18	5	49	38	0	38	0	83	41	7	13	5	22	0	47	6	0
M00598_54_000000000-ABCWN_1_1101_7687_8109|gene_FolCO1	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	23	0	0	4	0	0	0	0	0	0	0	4	0	0	3	0	0	0	1	0	0	14	0	0	340	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17118_1333|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	24	0	0	0
M00598_54_000000000-ABCWN_1_2103_19726_10430|gene_FolCO1	0	0	0	0	0	28	0	0	0	4	43	7	0	0	343	0	0	18	0	0	0	0	0	0	0	255	0	16	0	61	0	61	11	0	22	0	0	0	11	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_15891_11608|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	66	75	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13449_2223|gene_FolCO1	0	742	100	8	0	127	66	0	0	0	0	0	4	0	0	0	6	0	0	106	23	0	0	91	4	0	0	0	0	0	26	0	0	16	0	0	0	0	0	0	0	0	144	0	62	0	241	21	0	53	0	54	0	16	0	0
M00598_54_000000000-ABCWN_1_1115_16824_14901|gene_FolCO1	0	0	0	8	0	0	0	0	743	0	0	0	0	208	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	64	0	1	0	0	0	0	0	0	290	0	0	83	0	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1101_9555_1633|gene_FolCO1	24	5	40	14	1	56	206	20	35	0	0	0	2	4	0	175	34	0	494	9	33	291	17	5	1	0	0	0	36	0	115	0	0	0	0	0	13	0	0	0	0	0	132	0	34	6	8	23	0	25	0	22	59	138	25	0
M00598_54_000000000-ABCWN_1_1101_13422_5876|gene_FolCO1	0	0	56	0	1	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_16265_8969|gene_FolCO1	6	8	33	23	8	141	14	20	0	0	0	10	0	72	1	0	0	4	28	27	0	0	21	37	41	0	0	1	10	0	3	0	2	68	0	77	217	19	0	0	0	8	29	43	27	0	29	33	6	0	21	7	8	0	0	0
M00598_54_000000000-ABCWN_1_1101_23822_16475|gene_FolCO1	0	128	0	75	0	0	214	0	0	0	0	0	0	0	0	54	8	0	0	0	0	288	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	392	0	46	0	0	30	0	474	0	506	0	50	0	0
M00598_54_000000000-ABCWN_1_1104_7649_12486|gene_FolCO1	3	0	99	56	0	25	0	83	0	3	0	12	151	0	3	6	0	17	32	8	0	4	0	0	8	12	140	10	17	2	5	0	1	61	4	117	0	34	30	3	115	2	0	123	23	59	0	11	18	4	96	38	50	0	2	0
M00598_54_000000000-ABCWN_1_1103_12452_6010|gene_FolCO1	9	33	2	101	0	37	132	0	0	0	0	0	0	29	0	34	4	0	0	6	6	20	26	24	1	0	0	0	4	0	9	0	0	0	0	0	71	167	0	0	0	0	110	0	23	0	14	217	0	27	1	31	15	25	0	0
M00598_54_000000000-ABCWN_1_1104_6315_10171|gene_FolCO1	8	0	0	4	24	0	0	0	0	0	0	0	8	0	4	0	0	0	0	7	0	0	0	0	0	0	331	0	11	0	2	0	1	2	0	97	0	0	0	0	38	0	2	0	58	0	0	0	0	70	120	39	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_25384_16334|gene_FolCO1	0	0	0	18	0	41	0	0	1	0	0	0	0	29	0	0	0	0	0	4	0	0	0	2	0	0	0	0	129	0	6	0	0	0	0	0	862	0	0	1	0	0	9	0	0	0	4	705	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_20694_4511|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	1	0	0	0	4	0	0	0	0	918	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_26619_8954|gene_FolCO1	0	0	8	13	0	27	0	0	0	35	0	0	0	0	9	0	0	0	12	18	14	0	0	2	87	0	0	0	5	1	1	0	0	68	15	118	22	17	0	0	6	178	0	0	0	0	0	28	9	0	0	0	0	0	11	0
M00598_54_000000000-ABCWN_1_1105_4743_13516|gene_FolCO1	13	16	0	0	0	1	659	0	0	8	0	0	4	14	0	0	0	0	9	0	0	0	0	17	0	0	0	0	0	5	2	0	0	8	0	0	9	0	0	0	0	3	13	0	1	0	36	0	49	13	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_16286_5259|gene_FolCO1	0	2	0	20	0	6	0	6	0	31	0	0	0	32	0	0	2	17	0	8	0	0	0	0	6	0	1	5	16	0	3	2	404	0	0	0	18	12	0	24	0	0	11	0	0	0	0	3	0	0	0	0	3	10	0	0
M00598_54_000000000-ABCWN_1_1107_25143_5847|gene_FolCO1	0	0	4	0	0	38	0	3	0	11	18	0	0	0	570	0	0	77	1	0	0	0	0	0	1	25	0	11	0	16	0	28	71	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_21837_5460|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_16816_12354|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	528	0	0	3	0	0	1	0	0	0	0	0	0	0	0	61	0	133	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_10929_1770|gene_FolCO1	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_5635_9692|gene_FolCO1	0	0	14	75	11	3	0	137	0	213	0	12	0	0	8	0	0	112	6	0	1	0	0	4	26	45	50	285	4	0	2	0	36	6	3	89	0	141	0	43	4	10	0	5	0	3	0	7	5	0	0	0	32	0	0	0
M00598_54_000000000-ABCWN_1_1106_8483_16888|gene_FolCO1	0	0	3	0	61	77	0	4	0	33	36	6	22	0	196	0	0	38	0	0	0	0	0	0	5	135	0	74	0	13	0	36	78	0	30	12	0	3	14	3	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_19832_10091|gene_FolCO1	0	0	0	0	0	0	0	0	0	45	79	0	0	0	47	0	0	117	0	0	0	0	0	0	0	0	0	0	0	13	0	265	35	1	128	0	0	0	0	2	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_23234_4990|gene_FolCO1	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M00598_54_000000000-ABCWN_1_1107_20058_13262|gene_FolCO1	0	43	0	78	0	0	421	9	236	54	0	0	0	269	0	15	107	0	0	0	0	61	0	0	0	1	0	3	3	0	62	0	3	0	0	0	114	0	0	96	0	0	106	0	0	12	5	54	0	0	0	0	0	420	0	0
M00598_54_000000000-ABCWN_1_1106_11622_10574|gene_FolCO1	19	0	13	132	0	140	0	57	0	0	0	0	24	2	0	0	0	0	0	19	196	0	79	0	82	3	102	0	27	0	1	0	0	0	0	0	0	0	0	0	12	0	1	25	20	54	0	173	0	45	15	135	6	0	68	0
M00598_54_000000000-ABCWN_1_1101_26076_22563|gene_FolCO1	0	0	0	0	0	0	0	0	0	2	335	0	0	0	72	0	0	8	1	0	0	0	0	0	0	0	0	0	0	53	0	854	1	0	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1103_10513_23569|gene_FolCO1	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	332	0	0	0	0	0	375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
