CM30c28	Plot05	CM30c46	CM30b58	CM30c60	LB5	CM31a5	CM30c	CM30d3	CM30c44	CM30c39	CM30c30	CM30c53	CM30b60	CM30b51	CM30d12	Plot03	Plot08	Plot06	Plot02	Plot01	CM30c35	Plot04	CM30c37	CM30c62	LB1	Plot07	CM30c51
M00598_54_000000000-ABCWN_1_1108_10562_8123|gene_26S	120	164	869	62	39	35	417	82	646	36	139	17	51	142	80	177	88	392	31	1031	1	755	17	384	191	165	34	18
M00598_54_000000000-ABCWN_1_1106_9559_17914|gene_26S	24	38	94	39	9	150	55	40	128	8	39	24	8	11	94	63	3	39	60	51	18	35	57	44	4	179	29	25
M00598_54_000000000-ABCWN_1_2113_26108_6974|gene_26S	0	0	0	1	0	1	1	0	0	143	0	0	1	1123	23	4	0	0	5	0	1	0	14	347	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_22422_7469|gene_26S	5	53	0	23	3	116	0	21	365	12	39	0	30	103	48	90	1	10	33	0	105	0	9	9	2	220	16	923
M00598_54_000000000-ABCWN_1_2112_16696_24719|gene_26S	56	1	84	67	1	0	208	58	6	0	0	0	17	9	1238	18	16	100	20	4	29	2	0	6	1	1	0	8
M00598_54_000000000-ABCWN_1_2107_27321_10702|gene_26S	0	17	2	0	38	0	51	33	0	3	0	0	0	0	0	0	0	0	68	78	784	69	20	13	101	0	3	202
M00598_54_000000000-ABCWN_1_1101_13373_15090|gene_26S	47	0	29	50	0	314	0	179	0	0	1	444	146	1	1	404	0	100	0	0	0	0	0	0	0	36	0	0
M00598_54_000000000-ABCWN_1_2107_17961_10362|gene_26S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1272	0	0	0	7	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_26226_15614|gene_26S	181	12	0	222	0	0	22	854	7	30	1	2	1	2	9	0	46	7	3	0	0	3	16	8	141	14	2	0
M00598_54_000000000-ABCWN_1_2101_9718_11408|gene_26S	0	25	0	6	16	0	0	0	6	177	151	0	12	1309	87	21	2	2	5	1	3	0	5	7	5	0	51	262
M00598_54_000000000-ABCWN_1_2103_26855_18744|gene_26S	8	188	194	87	4	16	15	31	965	0	0	3	26	9	22	113	43	7	5	122	0	432	12	3	263	38	0	0
M00598_54_000000000-ABCWN_1_1105_8736_15807|gene_26S	0	0	939	0	0	67	0	0	24	0	0	3	0	0	0	10	0	1	0	0	0	0	0	0	0	24	0	0
M00598_54_000000000-ABCWN_1_2103_22020_9899|gene_26S	0	42	6	279	57	543	0	182	464	0	0	23	39	0	12	31	0	3	16	1	0	0	61	158	118	286	0	0
M00598_54_000000000-ABCWN_1_1110_13612_10766|gene_26S	3	59	29	287	4	19	121	34	482	9	35	0	10	21	120	75	8	20	35	7	7	54	7	88	1	39	20	67
M00598_54_000000000-ABCWN_1_1105_15117_19985|gene_26S	0	210	0	0	21	0	783	0	0	0	0	0	0	0	0	0	0	0	1	173	3	0	0	0	0	0	0	194
M00598_54_000000000-ABCWN_1_1110_15012_9345|gene_26S	0	259	0	0	0	0	0	1100	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_9507_20676|gene_26S	0	0	0	167	0	0	0	982	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_15866_3034|gene_26S	0	0	1	0	0	1029	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_19883_16614|gene_26S	1	47	0	0	55	2	0	34	40	250	61	0	4	63	61	7	61	4	644	67	149	3	110	296	1	5	228	210
M00598_54_000000000-ABCWN_1_1105_13498_13549|gene_26S	88	49	112	134	36	39	25	65	108	43	11	7	58	19	180	43	45	38	108	50	219	26	189	70	6	109	8	47
M00598_54_000000000-ABCWN_1_1101_24144_9729|gene_26S	0	0	0	0	0	0	6	29	0	0	0	0	1616	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0
M00598_54_000000000-ABCWN_1_1104_5953_11311|gene_26S	0	0	0	0	0	4	0	0	0	0	0	119	0	0	0	0	0	1	0	0	0	0	0	0	0	742	0	0
M00598_54_000000000-ABCWN_1_2103_19534_7611|gene_26S	1	858	2	0	1	2	0	6	4	4	0	0	2	1	2	0	3	0	982	0	6	12	12	41	94	3	0	0
M00598_54_000000000-ABCWN_1_1109_12516_14303|gene_26S	0	33	452	6	4	135	2	1	37	11	0	314	0	19	56	17	68	54	9	20	0	0	0	58	0	58	175	2
M00598_54_000000000-ABCWN_1_1101_12157_1795|gene_26S	0	0	0	0	0	0	0	0	0	0	0	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
M00598_54_000000000-ABCWN_1_1102_22319_5630|gene_26S	3	37	15	28	3	42	9	13	47	62	1	1	0	26	19	13	10	11	53	2	38	104	27	537	1	18	34	19
M00598_54_000000000-ABCWN_1_1101_22343_16463|gene_26S	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	353	0	0	72	0
M00598_54_000000000-ABCWN_1_1101_20665_13070|gene_26S	77	3	0	16	213	22	1915	1138	107	371	380	185	124	410	7	243	0	0	6	0	11	0	2	63	34	99	156	603
M00598_54_000000000-ABCWN_1_1103_19862_8859|gene_26S	5	37	187	333	0	24	156	22	16	0	0	40	11	14	425	75	5	10	18	0	0	22	29	69	0	32	0	5
M00598_54_000000000-ABCWN_1_1101_22105_2036|gene_26S	0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_23628_18359|gene_26S	0	0	0	2	1	0	4	5	24	1	0	0	3	4	0	1	8	0	2	0	818	0	73	2	2	0	0	2
M00598_54_000000000-ABCWN_1_1107_15820_9050|gene_26S	0	0	0	60	0	37	0	0	13	0	114	0	2	64	12	15	0	14	3	10	0	0	7	147	0	4	569	1
M00598_54_000000000-ABCWN_1_1101_19812_3516|gene_26S	0	0	0	1609	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_2119_21249_9370|gene_26S	0	141	224	24	0	1	182	15	16	4	2	0	0	0	4	4	23	2	3	5	0	5	0	40	1	37	4	172
M00598_54_000000000-ABCWN_1_2106_20334_2911|gene_26S	0	19	0	12	11	0	0	4	1	45	65	0	0	386	70	3	1	0	338	0	0	0	8	279	0	0	144	0
M00598_54_000000000-ABCWN_1_1107_11846_11709|gene_26S	10	3	6	38	4	102	2	9	162	123	66	16	20	58	70	16	14	34	20	28	43	4	51	97	10	63	48	9
M00598_54_000000000-ABCWN_1_1101_18212_4381|gene_26S	0	148	0	608	0	71	0	8	44	0	18	8	0	6	8	205	40	11	30	0	0	0	344	39	0	12	13	0
M00598_54_000000000-ABCWN_1_1102_25338_12295|gene_26S	0	89	76	0	9	259	1	0	33	0	1	115	44	0	0	206	298	109	2	110	0	4	0	0	1	162	3	0
M00598_54_000000000-ABCWN_1_2113_17248_9483|gene_26S	0	55	0	1	0	0	0	0	214	20	121	0	0	25	25	21	0	118	145	18	0	36	0	13	0	4	171	0
M00598_54_000000000-ABCWN_1_1108_6882_15713|gene_26S	0	0	6	5	0	669	0	0	0	30	0	0	0	0	0	0	0	6	0	0	1	1	19	0	3	0	0	4
M00598_54_000000000-ABCWN_1_1101_16143_1623|gene_26S	0	34	0	34	0	74	0	0	230	47	38	0	0	8	0	26	1	6	346	1	0	0	0	28	0	0	16	0
M00598_54_000000000-ABCWN_1_2103_28538_8718|gene_26S	0	0	0	1	0	0	12	0	2	1	0	0	0	0	0	0	0	0	0	0	882	4	0	0	0	0	0	2
M00598_54_000000000-ABCWN_1_1101_11355_3612|gene_26S	2	2	1	0	0	0	0	0	0	462	51	1	0	102	1	9	1	0	217	0	0	0	0	0	0	0	149	0
M00598_54_000000000-ABCWN_1_1101_16398_6000|gene_26S	0	637	258	0	0	0	0	0	298	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_14764_7150|gene_26S	0	0	3	3	37	8	10	14	0	2	334	6	0	12	20	7	0	0	7	0	2	0	0	156	0	3	22	477
M00598_54_000000000-ABCWN_1_1103_7609_8673|gene_26S	0	22	0	20	14	0	0	6	50	24	198	0	0	263	0	77	4	0	32	0	1	0	0	103	0	0	46	205
M00598_54_000000000-ABCWN_1_1101_22010_1869|gene_26S	0	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	1019	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_19220_2619|gene_26S	190	0	0	9	0	3	5	580	8	4	4	0	640	0	2	62	3	125	5	0	2	0	0	2	0	0	0	10
M00598_54_000000000-ABCWN_1_1115_24267_8926|gene_26S	0	1	0	11	49	26	284	58	3	0	161	1	33	11	3	111	13	227	0	376	0	0	12	9	67	49	0	27
M00598_54_000000000-ABCWN_1_1108_14673_21319|gene_26S	18	320	180	19	0	39	0	14	54	20	46	7	0	2	76	24	25	1	35	28	0	0	465	26	0	31	25	0
M00598_54_000000000-ABCWN_1_1101_13704_8799|gene_26S	0	289	9	597	0	1	0	0	30	0	0	23	0	0	14	1	23	15	5	243	4	104	5	1	14	0	2	0
M00598_54_000000000-ABCWN_1_1101_20879_3655|gene_26S	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	690	1	0
M00598_54_000000000-ABCWN_1_1105_23601_10670|gene_26S	157	8	87	26	51	100	0	24	4	129	672	2	475	303	16	58	8	14	71	2	20	0	8	221	12	2	43	466
M00598_54_000000000-ABCWN_1_1101_15888_20840|gene_26S	0	3	1	0	0	0	0	0	0	1	5	0	6	40	126	8	13	3	7	0	0	1	639	7	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_24220_5748|gene_26S	0	0	0	0	22	190	0	0	169	4	0	0	101	137	265	0	2	0	0	0	0	0	438	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1109_17639_5135|gene_26S	136	4	0	192	7	1	64	204	0	3	0	1	338	7	40	23	40	7	0	30	3	5	62	0	94	0	1	3
M00598_54_000000000-ABCWN_1_2119_13155_4016|gene_26S	0	29	0	0	1	0	0	293	0	3	0	0	1	1	0	0	371	0	0	15	0	0	0	6	9	0	0	109
M00598_54_000000000-ABCWN_1_1101_25458_17682|gene_26S	0	0	574	164	0	0	0	0	0	0	0	0	0	0	23	22	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_22048_19320|gene_26S	0	0	556	0	0	19	0	0	0	0	0	89	0	0	712	0	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1103_18889_19468|gene_26S	6	22	71	192	5	16	316	31	230	16	18	1	9	18	181	54	0	17	21	14	3	58	9	57	2	86	29	64
M00598_54_000000000-ABCWN_1_2103_17329_6299|gene_26S	0	12	3	8	0	11	0	22	180	53	22	2	0	1	52	1	84	7	45	0	201	0	62	60	0	10	14	0
M00598_54_000000000-ABCWN_1_1101_13919_4017|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16725_10505|gene_26S	0	263	59	0	0	39	0	0	25	0	0	0	0	0	0	19	41	128	0	40	0	24	0	0	0	160	6	0
M00598_54_000000000-ABCWN_1_1101_11571_5874|gene_26S	0	752	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_16514_3297|gene_26S	28	11	546	186	5	348	0	5	257	0	2	54	31	14	10	46	1	9	0	0	0	0	6	0	0	571	0	0
M00598_54_000000000-ABCWN_1_1101_13006_8661|gene_26S	340	15	41	23	235	75	365	247	4	0	0	47	323	2	25	28	28	232	0	1	0	31	26	17	61	55	0	0
M00598_54_000000000-ABCWN_1_1106_7918_21851|gene_26S	0	110	279	106	0	0	0	5	0	0	0	0	3	0	6	5	55	1	21	0	0	7	128	0	45	0	0	0
M00598_54_000000000-ABCWN_1_1101_8950_12453|gene_26S	0	0	679	0	0	7	0	0	2	0	0	0	1	0	4	3	0	0	0	0	0	0	0	2	0	3	0	0
M00598_54_000000000-ABCWN_1_1102_7406_19004|gene_26S	0	0	0	0	0	0	0	0	0	11	331	0	0	0	0	0	0	0	152	0	0	0	0	301	0	0	22	0
M00598_54_000000000-ABCWN_1_1101_23849_17738|gene_26S	0	0	1	0	0	54	0	1	0	6	465	4	54	34	1	0	0	4	545	0	2	0	6	1	0	183	13	4
M00598_54_000000000-ABCWN_1_1101_15178_5793|gene_26S	2	10	2	6	0	0	11	11	1	74	718	4	1	5	8	4	0	3	21	5	34	4	26	13	4	12	7	0
M00598_54_000000000-ABCWN_1_1112_20865_4368|gene_26S	0	14	0	0	5	0	0	5	7	375	72	0	0	254	54	16	4	1	4	5	0	0	0	32	4	0	79	0
M00598_54_000000000-ABCWN_1_1101_14218_2854|gene_26S	0	26	88	24	1	71	0	0	583	10	0	0	26	145	87	77	20	234	55	1	0	14	28	104	2	0	20	67
M00598_54_000000000-ABCWN_1_1104_26824_13630|gene_26S	0	23	118	24	38	0	0	83	5	25	0	1	0	81	102	24	23	6	87	18	88	2	929	12	0	0	35	1
M00598_54_000000000-ABCWN_1_2112_23757_12186|gene_26S	18	12	3	272	6	0	25	87	0	0	0	0	140	0	0	0	28	0	0	2	0	42	71	1	7	0	0	0
M00598_54_000000000-ABCWN_1_1103_15671_23355|gene_26S	0	2	160	52	0	0	0	0	183	0	0	0	3	0	0	0	7	55	0	0	0	316	0	3	2	2	0	0
M00598_54_000000000-ABCWN_1_1101_28641_12498|gene_26S	0	0	0	0	0	0	0	4	0	2	166	0	0	6	0	0	0	0	32	0	0	0	0	40	0	0	443	27
M00598_54_000000000-ABCWN_1_1103_25385_10322|gene_26S	11	44	0	0	0	215	0	0	3	0	0	160	50	0	19	13	1	30	0	0	0	0	11	0	2	25	0	0
M00598_54_000000000-ABCWN_1_1111_13799_23937|gene_26S	0	0	4	389	0	101	0	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	267	0	0
M00598_54_000000000-ABCWN_1_1114_12966_17282|gene_26S	1	57	391	19	3	19	8	9	3	3	1	5	2	1	24	7	59	7	8	24	2	28	2	11	5	9	7	9
M00598_54_000000000-ABCWN_1_1101_14101_6857|gene_26S	315	22	16	421	40	14	424	912	7	6	34	11	315	3	38	12	15	1	6	81	4	39	54	3	41	9	0	2
M00598_54_000000000-ABCWN_1_1109_18939_2561|gene_26S	0	0	0	1	35	1	1	6	27	332	22	0	0	19	161	21	0	0	10	30	1	0	0	43	0	0	25	212
M00598_54_000000000-ABCWN_1_1106_18024_19630|gene_26S	22	0	4	289	0	3	0	35	11	0	46	12	7	0	0	6	0	229	0	2	0	0	0	686	0	11	0	0
M00598_54_000000000-ABCWN_1_1102_17238_4653|gene_26S	3	0	2	3	4	0	0	0	0	0	0	0	55	0	7	0	0	0	2	0	1	0	4	0	4	478	0	3
M00598_54_000000000-ABCWN_1_1101_17775_9447|gene_26S	0	0	0	734	0	0	531	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_12798_2361|gene_26S	0	0	2	2	0	0	1	0	0	0	0	0	0	0	418	0	5	0	0	4	0	9	0	204	19	1	0	0
M00598_54_000000000-ABCWN_1_1101_20992_6769|gene_26S	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2102_9214_6350|gene_26S	39	3	25	9	2	177	112	63	14	33	78	0	0	10	12	11	1	83	11	14	0	98	0	12	0	0	22	3
M00598_54_000000000-ABCWN_1_1117_11940_1762|gene_26S	71	0	460	160	0	54	0	33	110	0	0	61	3	71	31	79	0	42	0	0	919	3	413	8	0	130	13	0
M00598_54_000000000-ABCWN_1_1106_10515_14930|gene_26S	11	4	53	100	1	70	57	22	49	0	52	45	11	28	19	25	4	66	4	10	0	0	1	1	4	69	0	0
M00598_54_000000000-ABCWN_1_1104_18603_14169|gene_26S	21	356	4	0	33	32	6	16	0	0	0	0	81	50	75	155	130	1	22	39	0	18	14	218	58	13	0	0
M00598_54_000000000-ABCWN_1_1101_15140_3643|gene_26S	0	0	0	152	0	0	0	981	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17771_3779|gene_26S	0	0	520	0	0	1	0	0	69	0	0	11	0	0	0	2	0	2	0	0	0	1	1	0	0	11	0	0
M00598_54_000000000-ABCWN_1_1113_28470_16084|gene_26S	3	48	98	81	0	45	0	12	98	13	13	12	5	14	64	28	46	14	17	0	32	0	325	11	0	10	49	0
M00598_54_000000000-ABCWN_1_1101_18281_9833|gene_26S	58	0	1	0	1	1023	0	0	0	0	0	840	1531	0	51	11	0	8	0	0	0	0	0	0	0	6	0	0
M00598_54_000000000-ABCWN_1_1105_24391_12560|gene_26S	5	13	22	66	1	12	49	40	9	0	3	14	3	0	0	1	1	4	14	15	661	4	1	3	3	10	0	6
M00598_54_000000000-ABCWN_1_1103_11022_11268|gene_26S	0	0	473	0	0	28	0	0	0	0	0	28	0	0	10	0	0	56	0	0	0	0	0	0	0	3	0	0
M00598_54_000000000-ABCWN_1_1102_22042_10708|gene_26S	115	0	8	35	1	17	22	320	0	0	0	2	44	0	8	97	13	19	186	39	0	0	105	0	9	459	0	2
M00598_54_000000000-ABCWN_1_1104_13516_14310|gene_26S	147	40	98	187	43	11	30	71	186	3	0	2	170	10	310	5	22	11	160	134	1	7	14	88	99	3	8	38
M00598_54_000000000-ABCWN_1_1101_15256_11463|gene_26S	89	18	4	45	99	177	55	205	94	9	11	18	18	37	7	116	5	5	141	11	93	2	200	61	5	44	7	61
M00598_54_000000000-ABCWN_1_1101_18682_3956|gene_26S	0	0	0	0	0	0	1	0	225	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	366	0	0
M00598_54_000000000-ABCWN_1_1113_21223_19358|gene_26S	6	17	193	102	3	66	54	58	98	0	1	0	9	1	74	134	4	28	15	12	6	76	10	65	0	88	34	5
M00598_54_000000000-ABCWN_1_1107_11767_20003|gene_26S	0	21	0	49	0	108	0	3	17	59	76	11	0	57	24	58	10	2	10	2	0	2	122	54	0	2	81	10
M00598_54_000000000-ABCWN_1_1101_16167_5161|gene_26S	0	984	0	186	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_20252_17989|gene_26S	0	37	0	0	0	0	0	1	113	8	282	277	0	32	499	42	16	37	7	0	5	0	3	221	0	0	482	0
M00598_54_000000000-ABCWN_1_1112_21481_16962|gene_26S	0	29	58	0	0	0	469	1	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	56	0	0	3	18
M00598_54_000000000-ABCWN_1_1110_23779_17040|gene_26S	0	45	286	11	1	0	0	3	2	16	0	0	0	9	21	0	257	1	10	18	4	3	1	8	9	1	10	5
M00598_54_000000000-ABCWN_1_1101_22926_16204|gene_26S	34	0	44	5	405	93	1	29	0	0	1	21	91	0	87	10	0	32	0	11	0	0	14	0	4	63	0	0
M00598_54_000000000-ABCWN_1_1102_7324_16143|gene_26S	0	22	0	0	11	0	0	0	0	403	0	0	0	0	1	0	71	7	0	472	0	0	0	1	0	4	40	0
M00598_54_000000000-ABCWN_1_1101_24686_8757|gene_26S	0	0	0	1	0	0	402	0	0	0	0	0	0	0	0	0	1	0	0	0	190	52	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_21537_3409|gene_26S	0	48	0	33	5	0	0	0	0	0	335	0	0	0	5	10	0	0	39	0	0	0	0	437	0	0	25	1
M00598_54_000000000-ABCWN_1_1114_16587_9983|gene_26S	1	0	117	0	0	418	0	9	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	30	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_21932_15578|gene_26S	7	6	66	231	0	0	48	61	6	0	0	1	0	0	0	0	5	14	0	50	0	56	0	1	12	31	0	0
M00598_54_000000000-ABCWN_1_2106_19072_23585|gene_26S	0	0	0	0	0	3	0	0	18	0	0	0	6	3	292	5	2	0	18	0	0	0	121	301	1	0	0	0
M00598_54_000000000-ABCWN_1_1113_20475_5454|gene_26S	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	2
M00598_54_000000000-ABCWN_1_1101_14880_3326|gene_26S	124	1	43	53	0	63	5	3	6	0	0	0	98	0	118	15	10	1	0	1	0	0	0	0	0	11	0	0
M00598_54_000000000-ABCWN_1_1101_5238_7618|gene_26S	0	0	436	0	0	0	0	4	1	0	0	0	0	0	24	29	14	0	3	0	151	0	0	3	0	0	4	316
M00598_54_000000000-ABCWN_1_1101_5922_10870|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	445	0	1
M00598_54_000000000-ABCWN_1_1101_22274_5232|gene_26S	0	0	36	0	0	0	0	0	305	0	0	0	0	0	194	144	2	0	157	175	0	0	0	8	0	99	0	0
M00598_54_000000000-ABCWN_1_1108_16772_4454|gene_26S	9	1	0	0	0	0	0	420	7	112	0	0	1	2	0	4	5	0	0	0	0	0	0	6	0	0	15	0
M00598_54_000000000-ABCWN_1_2101_25967_14280|gene_26S	3	42	1	2	2	14	8	10	65	29	10	3	4	7	56	1	3	0	9	4	3	1	279	4	0	4	16	1
M00598_54_000000000-ABCWN_1_1106_17823_24466|gene_26S	12	13	43	466	2	8	132	13	122	15	17	17	2	8	27	38	4	57	10	13	16	32	4	30	0	115	8	26
M00598_54_000000000-ABCWN_1_1111_9066_4181|gene_26S	0	0	9	2	4	0	0	0	6	86	0	0	0	2	0	2	0	0	12	0	592	1	10	1	0	0	0	3
M00598_54_000000000-ABCWN_1_1101_14588_2640|gene_26S	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	135	0	22	0	0	0	0	14	0	0	501	0	0
M00598_54_000000000-ABCWN_1_1101_13270_14703|gene_26S	0	0	0	0	0	0	0	1	26	4	27	0	0	12	0	1	3	121	43	0	2	0	0	162	0	0	273	0
M00598_54_000000000-ABCWN_1_1101_22321_21617|gene_26S	2	117	9	84	0	102	78	5	16	0	12	7	2	1	37	19	4	14	37	1	0	20	5	15	7	47	27	7
M00598_54_000000000-ABCWN_1_1101_14060_5622|gene_26S	0	86	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	513	1	0	0	7	0	85	1	0
M00598_54_000000000-ABCWN_1_1104_16746_23318|gene_26S	14	8	215	159	17	10	32	48	23	0	1	9	11	0	8	5	10	23	0	44	5	0	1	0	6	43	0	7
M00598_54_000000000-ABCWN_1_1104_11816_3522|gene_26S	14	0	8	0	0	225	1	2	5	0	0	18	106	8	3	32	0	124	474	0	0	0	71	0	114	0	0	0
M00598_54_000000000-ABCWN_1_1102_11159_22554|gene_26S	13	292	42	74	13	22	48	37	68	0	13	6	13	31	1	56	96	33	4	23	2	62	0	69	49	103	96	21
M00598_54_000000000-ABCWN_1_1106_9857_7256|gene_26S	0	1	0	0	0	22	0	148	46	24	678	8	2	7	4	0	47	2	80	0	14	1	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_4333_17465|gene_26S	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	18	0	166	0	0	0	0	0	0	0	126	0	0
M00598_54_000000000-ABCWN_1_1108_20243_1985|gene_26S	0	11	0	0	1	0	0	86	0	264	0	0	0	0	0	0	0	0	64	0	0	0	0	140	0	0	2	2
M00598_54_000000000-ABCWN_1_1116_9523_12741|gene_26S	0	1	1	545	0	13	2	6	47	0	3	1	1	4	3	4	13	5	70	0	0	3	28	10	0	11	8	0
M00598_54_000000000-ABCWN_1_1108_14452_9323|gene_26S	92	0	26	0	11	17	0	104	44	0	0	26	198	0	81	82	0	1	4	0	1	0	71	0	1	0	26	1
M00598_54_000000000-ABCWN_1_1111_4966_17875|gene_26S	11	0	175	62	0	154	90	0	3	0	0	3	0	0	0	10	1	9	0	11	0	1	0	0	0	139	0	0
M00598_54_000000000-ABCWN_1_1101_13031_10042|gene_26S	0	3	433	28	1	44	1	1	44	7	7	22	4	1	38	24	52	10	5	14	2	25	1	15	1	105	37	0
M00598_54_000000000-ABCWN_1_1101_19478_13551|gene_26S	0	2	58	0	0	274	0	3	0	0	4	0	0	3	359	1	0	2	64	0	0	0	0	22	0	19	0	0
M00598_54_000000000-ABCWN_1_1101_22494_23773|gene_26S	48	0	5	0	0	13	2	1	0	0	0	31	415	0	20	4	0	4	0	22	0	0	3	6	0	1	0	0
M00598_54_000000000-ABCWN_1_1116_14840_13938|gene_26S	0	1	3	0	1	0	3	0	0	503	3	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	15
M00598_54_000000000-ABCWN_1_2119_22583_3541|gene_26S	0	29	107	227	0	69	0	0	98	0	0	8	0	1	71	22	0	0	4	0	0	0	154	31	0	111	0	0
M00598_54_000000000-ABCWN_1_2111_19551_12121|gene_26S	6	7	3	0	0	0	0	15	6	0	7	0	0	15	0	41	57	613	3	57	0	0	0	34	1	0	0	0
M00598_54_000000000-ABCWN_1_2119_24834_12280|gene_26S	72	0	481	244	0	10	0	24	52	0	0	32	5	19	50	183	1	98	0	3	0	0	149	0	0	27	40	0
M00598_54_000000000-ABCWN_1_1101_24814_7406|gene_26S	227	28	56	301	11	28	250	114	14	0	31	33	35	1	49	62	27	95	14	69	0	0	7	51	39	75	8	8
M00598_54_000000000-ABCWN_1_1105_10824_11846|gene_26S	0	5	0	0	11	0	0	10	18	72	20	0	5	14	5	6	3	4	10	23	34	0	1	81	382	0	12	12
M00598_54_000000000-ABCWN_1_2110_14258_16189|gene_26S	1	0	13	74	0	1	0	0	1	0	4	3	0	0	44	20	3	0	0	0	0	0	0	0	0	286	0	0
M00598_54_000000000-ABCWN_1_1102_25311_13849|gene_26S	5	4	7	0	5	41	6	0	14	63	120	37	21	0	93	25	22	83	0	524	0	271	4	35	0	36	50	0
M00598_54_000000000-ABCWN_1_1105_10255_8427|gene_26S	0	11	26	37	0	13	16	0	120	66	12	10	1	80	5	5	22	10	14	8	573	24	1	13	0	40	8	11
M00598_54_000000000-ABCWN_1_1109_18631_9270|gene_26S	2	0	79	5	0	188	0	0	0	0	0	18	10	0	29	54	0	23	0	0	0	0	24	162	0	15	0	0
M00598_54_000000000-ABCWN_1_1101_9428_5574|gene_26S	3	4	8	8	0	104	0	21	100	0	27	3	6	203	10	3	1	229	142	21	5	0	79	307	1	22	0	34
M00598_54_000000000-ABCWN_1_1108_8908_10179|gene_26S	0	0	1	0	10	77	0	0	388	7	0	7	17	11	162	7	9	11	54	0	11	2	47	94	201	5	288	0
M00598_54_000000000-ABCWN_1_1101_26886_16582|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17238_2364|gene_26S	522	3	7	605	13	0	8	1723	11	1	0	1	6	0	4	2	0	16	9	2	8	10	1	12	28	59	0	3
M00598_54_000000000-ABCWN_1_1101_13064_16055|gene_26S	0	24	335	0	0	16	0	0	109	0	0	1	0	198	7	3	51	3	0	0	0	427	0	181	0	313	0	0
M00598_54_000000000-ABCWN_1_1101_10588_7055|gene_26S	5	63	170	96	3	21	0	12	48	0	2	3	6	2	103	18	35	23	9	6	0	0	50	47	0	16	34	0
