CM30c60	CM30c28	CM30b58	CM30c37	CM30c62	CM30c30	Plot08	Plot03	Plot07	LB1	LB5	CM30b60	Plot04	CM30c39	CM30c51	CM30c53	CM31a5	Plot05	Plot01	CM30c	Plot02	CM30c35	CM30d12	CM30c46	CM30c44	CM30d3	CM30b51	Plot06
M01895_13_000000000-ABYEE_1_1108_21193_7543|gene_18S	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	31	0	0	0	0	28	5	0	1	0	2
M01895_13_000000000-ABYEE_1_1101_20947_10213|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_19910_14391|gene_18S	0	0	0	0	0	55	1	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	191	0	1	137	1
M01895_13_000000000-ABYEE_1_1110_4188_15112|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	3	0	1	0	0	0	0	0	0	0	8	0	4
M01895_13_000000000-ABYEE_1_1101_19500_18039|gene_18S	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	47	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2105_6632_16175|gene_18S	0	49	4	1	58	15	14	2	1	5	43	3	45	1	1	25	0	26	0	6	148	0	15	7	1	13	10	1
M01895_13_000000000-ABYEE_1_1101_8048_25702|gene_18S	1	0	1	0	0	0	0	0	0	7	3	0	1	4	0	0	0	1	0	0	0	1	0	0	0	2	0	9
M01895_13_000000000-ABYEE_1_2113_2424_16254|gene_18S	14	0	2	3	0	2	18	25	0	2	0	2	0	2	0	6	0	2	0	10	9	1	5	0	0	1	0	1
M01895_13_000000000-ABYEE_1_1104_26270_14772|gene_18S	2	2	0	1	0	19	0	0	0	15	25	0	0	0	0	1	2	0	0	0	0	0	2	3	0	6	0	0
M01895_13_000000000-ABYEE_1_1110_25066_11970|gene_18S	7	3	19	0	0	16	3	0	0	12	7	5	0	0	0	5	1	0	2	9	0	0	0	0	0	17	0	0
M01895_13_000000000-ABYEE_1_2102_10665_12708|gene_18S	0	0	1	1	2	0	0	0	0	0	0	3	1	0	0	19	0	2	0	0	0	0	8	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1102_3751_12502|gene_18S	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_12924_15626|gene_18S	0	0	0	0	3	0	9	0	0	1	0	1	1	0	0	0	0	10	1	0	0	2	2	0	0	0	1	2
M01895_13_000000000-ABYEE_1_1110_8341_9623|gene_18S	0	2	0	1	0	3	2	0	1	11	9	0	0	0	0	0	0	0	0	0	3	3	2	0	0	8	1	0
M01895_13_000000000-ABYEE_1_2104_14407_22145|gene_18S	4	11	1	0	4	0	0	5	0	2	2	0	8	0	0	10	5	8	0	2	2	5	0	4	0	0	2	0
M01895_13_000000000-ABYEE_1_1101_19803_17791|gene_18S	51	0	43	116	0	0	0	0	0	0	0	5	7	37	858	0	1	0	22	0	0	0	0	0	5	0	0	0
M01895_13_000000000-ABYEE_1_1105_27202_13553|gene_18S	0	0	4	1	0	0	5	0	54	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1101_14876_9278|gene_18S	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0
M01895_13_000000000-ABYEE_1_2107_8323_16770|gene_18S	2	13	6	1	24	0	6	37	0	2	2	1	1	0	5	4	1	5	1	7	18	14	2	3	0	2	1	0
M01895_13_000000000-ABYEE_1_1101_8126_17756|gene_18S	1	0	4	1	0	0	1	0	1	9	3	3	0	1	4	0	2	0	0	0	1	0	0	0	0	9	3	1
M01895_13_000000000-ABYEE_1_1102_13760_18641|gene_18S	8	3	1	5	7	0	4	17	3	7	5	3	27	0	2	6	6	8	4	5	10	12	2	10	0	22	5	6
M01895_13_000000000-ABYEE_1_1101_10238_11776|gene_18S	3	1	0	0	0	9	5	0	0	8	15	0	0	0	0	8	0	0	0	3	0	0	2	1	0	1	3	0
M01895_13_000000000-ABYEE_1_2108_19899_6458|gene_18S	1	1	0	0	0	0	0	4	0	4	0	0	0	1	0	3	6	0	0	0	2	0	1	6	4	16	3	0
M01895_13_000000000-ABYEE_1_2105_19658_15672|gene_18S	0	4	0	0	0	3	0	0	0	7	11	0	32	0	0	8	1	1	4	2	0	0	3	0	0	1	1	6
M01895_13_000000000-ABYEE_1_2106_20099_2351|gene_18S	9	7	7	0	127	0	0	75	0	0	0	3	0	0	73	0	46	138	52	54	347	30	1	0	0	0	11	1
M01895_13_000000000-ABYEE_1_1101_9702_20579|gene_18S	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_9918_24782|gene_18S	0	0	2	2	0	0	0	0	1	1	0	2	3	0	3	0	0	1	2	0	0	2	5	0	0	23	1	5
M01895_13_000000000-ABYEE_1_1107_21231_15292|gene_18S	2	0	1	2	2	0	0	1	0	0	0	2	6	0	2	0	0	0	0	0	0	0	4	0	0	1	11	4
M01895_13_000000000-ABYEE_1_2104_18298_21275|gene_18S	0	0	0	0	0	0	0	0	0	2	16	0	1	0	0	4	0	0	0	0	0	0	2	0	0	7	9	0
M01895_13_000000000-ABYEE_1_2113_21794_13841|gene_18S	0	1	3	3	7	0	5	0	4	1	0	0	0	4	1	0	0	2	0	2	5	0	2	0	5	0	1	12
M01895_13_000000000-ABYEE_1_1101_6447_7598|gene_18S	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	8	0	17	0	1	0	0
M01895_13_000000000-ABYEE_1_1109_20700_13149|gene_18S	0	0	0	0	0	0	0	1	0	2	0	1	26	0	0	3	2	0	0	0	0	0	0	0	0	0	0	6
M01895_13_000000000-ABYEE_1_1104_19746_24017|gene_18S	0	1	0	0	0	0	0	0	0	2	0	0	42	0	0	35	0	0	0	0	0	0	45	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1108_17704_11227|gene_18S	0	1	0	0	0	0	0	1	0	0	0	0	22	0	0	2	0	3	0	0	0	0	0	0	0	12	0	1
M01895_13_000000000-ABYEE_1_1110_16214_13435|gene_18S	11	0	0	0	0	0	0	1	4	0	0	8	2	0	2	0	0	0	8	0	0	0	0	0	26	0	0	1
M01895_13_000000000-ABYEE_1_2111_10996_3280|gene_18S	0	0	1	3	5	0	3	2	2	0	0	0	11	1	4	1	6	3	1	2	0	3	7	0	0	19	8	5
M01895_13_000000000-ABYEE_1_1101_7938_5303|gene_18S	0	0	0	0	0	0	0	17	0	0	0	0	0	10	0	0	0	0	0	0	0	0	21	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1109_6086_13426|gene_18S	1	8	0	3	3	0	0	4	0	2	8	0	10	0	0	1	7	9	0	0	3	10	0	0	1	8	1	2
M01895_13_000000000-ABYEE_1_1101_4929_21656|gene_18S	0	0	0	0	0	0	7	0	0	4	2	0	11	0	0	0	0	1	0	0	0	0	2	0	0	22	0	2
M01895_13_000000000-ABYEE_1_2108_24088_20715|gene_18S	0	2	3	0	0	10	2	1	4	14	10	4	2	0	0	3	0	2	0	0	0	6	9	3	0	26	3	0
M01895_13_000000000-ABYEE_1_1102_19378_16261|gene_18S	1	5	3	0	9	2	0	1	0	0	1	0	2	0	0	1	0	6	0	0	0	2	5	1	0	16	2	0
M01895_13_000000000-ABYEE_1_2101_6009_11283|gene_18S	1	0	7	4	6	2	3	8	5	2	5	5	12	1	0	2	1	10	5	2	5	10	2	4	4	51	13	11
M01895_13_000000000-ABYEE_1_1107_14530_8168|gene_18S	0	0	0	0	0	0	0	0	0	0	0	3	45	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_13892_14024|gene_18S	4	1	3	0	0	1	0	1	0	0	0	0	15	0	2	0	0	3	1	2	0	0	1	0	1	1	0	6
M01895_13_000000000-ABYEE_1_1101_21232_23493|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_14553_17743|gene_18S	0	0	0	0	0	23	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_4662_16865|gene_18S	0	0	0	1	0	0	0	5	0	0	0	4	1	0	0	0	3	0	0	0	1	42	0	0	0	0	0	8
M01895_13_000000000-ABYEE_1_1106_22071_13586|gene_18S	1	1	16	2	0	5	4	0	0	8	3	0	1	0	2	0	0	2	0	0	1	3	1	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2112_21484_6540|gene_18S	0	0	1	1	24	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	3
M01895_13_000000000-ABYEE_1_1101_24550_18889|gene_18S	0	2	0	1	0	0	0	0	0	0	0	1	2	0	1	0	2	1	0	0	4	7	7	0	0	6	1	2
M01895_13_000000000-ABYEE_1_1102_20261_18781|gene_18S	0	12	0	6	0	0	0	2	0	0	0	0	0	0	0	14	11	0	0	14	0	7	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_18921_17370|gene_18S	4	9	0	1	0	19	3	0	0	3	5	0	8	0	1	21	5	1	0	0	0	1	4	1	0	2	8	1
M01895_13_000000000-ABYEE_1_1108_21263_18964|gene_18S	2	0	0	4	0	0	4	2	13	0	0	0	0	1	1	0	1	7	0	1	0	1	3	0	0	3	0	2
M01895_13_000000000-ABYEE_1_1108_14567_26808|gene_18S	2	1	3	2	0	0	0	0	2	0	0	2	1	2	11	0	0	1	1	0	0	1	0	0	0	2	1	1
M01895_13_000000000-ABYEE_1_1105_17373_21903|gene_18S	0	0	0	0	0	0	5	0	5	1	4	1	2	4	2	0	0	0	0	1	0	0	0	0	1	7	2	2
M01895_13_000000000-ABYEE_1_1112_24061_17983|gene_18S	0	0	0	0	0	0	0	0	0	0	6	0	15	0	6	0	0	0	11	0	0	5	0	0	0	6	1	3
M01895_13_000000000-ABYEE_1_1106_21070_8458|gene_18S	0	0	0	0	0	0	0	0	0	1	1	1	8	1	1	0	0	0	6	0	0	0	0	0	0	14	6	3
M01895_13_000000000-ABYEE_1_1111_19149_5498|gene_18S	0	0	0	0	0	0	6	1	4	1	0	0	0	0	1	0	1	7	0	2	1	0	10	1	0	3	0	3
M01895_13_000000000-ABYEE_1_1112_6780_23147|gene_18S	0	0	0	0	0	0	0	0	1	0	0	5	3	2	6	0	0	0	5	0	0	0	0	0	6	2	0	5
M01895_13_000000000-ABYEE_1_2108_14707_17677|gene_18S	0	0	4	0	1	0	0	8	0	8	0	1	6	0	8	2	3	3	20	1	0	2	2	0	0	2	0	2
M01895_13_000000000-ABYEE_1_1107_13162_23082|gene_18S	0	2	0	1	0	0	0	0	0	0	0	0	2	2	0	27	0	0	3	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_23005_12805|gene_18S	0	0	1	1	18	0	3	14	4	0	0	0	0	4	0	0	0	1	0	1	1	0	0	0	1	0	0	2
M01895_13_000000000-ABYEE_1_1105_20568_5224|gene_18S	7	3	0	0	0	1	11	21	3	1	0	0	1	0	6	2	0	4	17	3	1	0	0	0	7	0	1	3
M01895_13_000000000-ABYEE_1_1102_18208_23468|gene_18S	1	0	2	1	4	0	1	2	2	0	1	2	13	1	1	0	0	6	0	2	5	7	3	0	2	17	6	2
M01895_13_000000000-ABYEE_1_1108_13003_14965|gene_18S	0	0	0	0	0	0	1	0	1	7	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	32	0	1
M01895_13_000000000-ABYEE_1_1102_5852_18341|gene_18S	3	12	18	0	0	0	17	1	0	3	0	0	0	0	5	0	0	0	0	0	0	4	0	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_11826_4688|gene_18S	0	0	4	7	0	1	3	1	3	3	1	0	0	0	0	0	0	2	0	0	4	1	3	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1103_21180_20797|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
M01895_13_000000000-ABYEE_1_1114_12309_9809|gene_18S	0	0	0	0	0	0	0	0	4	0	0	0	18	3	0	0	0	0	0	0	0	0	4	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_15687_13507|gene_18S	0	0	5	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1101_7687_16339|gene_18S	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_4066_21675|gene_18S	4	2	6	3	0	0	5	2	10	11	11	0	4	0	0	0	0	8	4	0	1	1	1	0	1	9	5	9
M01895_13_000000000-ABYEE_1_1101_22043_5388|gene_18S	1	21	1	0	0	0	3	1	0	0	2	0	0	1	0	1	0	0	0	5	0	0	6	0	0	14	5	0
M01895_13_000000000-ABYEE_1_1114_14350_23686|gene_18S	4	9	4	0	7	1	3	0	0	0	3	0	2	0	4	1	3	11	0	1	3	2	0	0	0	0	3	0
M01895_13_000000000-ABYEE_1_2106_11367_25210|gene_18S	2	4	1	0	4	3	1	5	0	0	0	3	0	1	0	6	0	1	3	2	21	2	0	0	0	0	1	3
M01895_13_000000000-ABYEE_1_1101_18512_7621|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_13134_13018|gene_18S	1	0	0	0	0	27	0	0	0	6	24	0	0	0	0	2	0	0	0	1	0	0	7	2	0	0	2	0
M01895_13_000000000-ABYEE_1_1104_8794_12969|gene_18S	0	0	0	0	0	0	0	0	0	16	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_20660_6238|gene_18S	0	0	0	0	0	0	1	0	0	2	31	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8615_3463|gene_18S	7	1	3	1	12	0	0	6	4	1	2	7	22	0	12	4	2	8	10	3	15	3	3	0	0	15	6	10
M01895_13_000000000-ABYEE_1_1101_19420_8465|gene_18S	31	18	0	0	1	0	1	6	0	0	0	1	0	0	2	1	4	0	0	4	9	7	0	0	1	5	0	1
M01895_13_000000000-ABYEE_1_1101_24939_17640|gene_18S	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1102_1855_15132|gene_18S	0	0	0	1	0	0	0	0	24	0	0	10	0	1	1	0	0	4	1	0	0	0	0	0	2	8	1	6
M01895_13_000000000-ABYEE_1_1102_10735_26909|gene_18S	0	0	0	1	2	1	1	0	2	0	2	4	5	0	1	2	0	3	0	1	0	3	2	2	0	8	6	1
M01895_13_000000000-ABYEE_1_2106_7955_12588|gene_18S	2	6	1	0	3	4	2	1	3	6	3	0	1	1	1	1	4	1	2	3	0	5	4	0	0	5	5	3
M01895_13_000000000-ABYEE_1_1101_11055_9090|gene_18S	0	2	3	0	0	0	3	0	0	5	4	1	4	0	0	0	0	0	0	4	0	0	1	0	0	0	5	0
M01895_13_000000000-ABYEE_1_1110_11286_5115|gene_18S	1	6	0	0	1	0	0	0	0	0	2	0	8	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_13695_5609|gene_18S	1	0	1	0	0	0	0	0	3	13	2	1	6	0	0	0	0	11	2	0	0	3	4	1	3	13	3	2
M01895_13_000000000-ABYEE_1_1104_20501_22606|gene_18S	0	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_15378_20313|gene_18S	2	1	0	3	5	1	2	0	0	5	5	2	0	2	1	0	0	0	0	6	1	0	1	0	0	0	0	3
M01895_13_000000000-ABYEE_1_1105_19819_9407|gene_18S	0	0	1	0	0	0	0	1	0	0	6	3	14	0	2	1	1	0	1	0	0	0	1	1	2	2	1	10
M01895_13_000000000-ABYEE_1_1101_4975_19442|gene_18S	0	11	1	0	0	0	0	12	0	0	2	0	0	0	0	4	1	0	0	32	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_11642_24546|gene_18S	11	2	0	2	0	0	1	0	1	2	1	5	4	1	2	1	2	8	0	1	3	4	0	1	0	1	0	19
M01895_13_000000000-ABYEE_1_1102_9913_26059|gene_18S	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_23635_17298|gene_18S	2	0	0	1	3	0	0	0	0	0	0	2	25	0	1	2	0	0	4	0	0	0	0	0	0	2	5	0
M01895_13_000000000-ABYEE_1_2114_18067_27705|gene_18S	5	3	0	0	0	1	2	1	0	0	6	0	2	0	8	6	2	0	0	2	1	5	1	1	0	0	8	0
M01895_13_000000000-ABYEE_1_1109_20608_19282|gene_18S	0	0	0	1	2	0	0	0	0	0	0	3	5	0	1	1	0	1	0	0	0	4	5	0	3	10	8	1
M01895_13_000000000-ABYEE_1_1106_17072_1948|gene_18S	0	2	0	0	0	13	0	16	4	1	1	1	4	0	0	0	0	8	0	0	10	0	0	4	0	2	0	0
M01895_13_000000000-ABYEE_1_1105_6555_22110|gene_18S	0	0	1	7	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	18	0	0
M01895_13_000000000-ABYEE_1_2104_25639_22157|gene_18S	0	5	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	16	0	1
M01895_13_000000000-ABYEE_1_1111_5437_7091|gene_18S	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_20157_12779|gene_18S	0	27	0	0	4	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1113_1893_17382|gene_18S	0	0	0	0	1	7	0	0	1	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_9994_24996|gene_18S	0	0	0	1	0	0	0	0	0	0	2	3	74	0	2	0	1	0	0	0	3	1	1	0	1	25	2	0
M01895_13_000000000-ABYEE_1_2111_7261_22399|gene_18S	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_19728_18800|gene_18S	0	0	0	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	12
M01895_13_000000000-ABYEE_1_1103_2237_18866|gene_18S	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_18879_23025|gene_18S	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_8246_21817|gene_18S	0	2	2	2	1	0	2	1	7	12	8	0	3	2	0	0	2	3	0	1	2	8	2	0	0	5	1	4
M01895_13_000000000-ABYEE_1_1104_23010_6588|gene_18S	5	6	1	2	0	5	1	4	14	1	8	3	35	2	1	1	2	3	5	2	1	7	1	3	5	20	16	19
M01895_13_000000000-ABYEE_1_1101_23926_7587|gene_18S	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_23707_6962|gene_18S	0	0	2	1	0	0	27	6	0	1	0	3	7	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_15646_19055|gene_18S	0	3	0	0	0	13	0	0	0	5	14	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0
M01895_13_000000000-ABYEE_1_1101_17595_13443|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_8973_7954|gene_18S	0	1	0	1	0	0	0	5	0	0	1	1	9	0	0	0	0	6	0	2	0	0	2	0	0	19	0	1
M01895_13_000000000-ABYEE_1_2110_19974_9203|gene_18S	1	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	18	0	4	5	0	6	0	0
M01895_13_000000000-ABYEE_1_2107_9228_9679|gene_18S	0	0	2	1	0	0	2	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	16
M01895_13_000000000-ABYEE_1_2106_7363_12773|gene_18S	0	3	0	0	0	11	0	0	0	3	14	1	5	0	0	3	0	0	0	0	0	1	2	5	0	1	0	0
M01895_13_000000000-ABYEE_1_1106_17664_16979|gene_18S	0	0	0	0	0	8	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_11557_7785|gene_18S	2	4	0	0	0	0	1	0	0	2	9	0	4	1	1	3	5	2	1	1	0	0	0	2	0	0	6	4
M01895_13_000000000-ABYEE_1_2103_27831_20232|gene_18S	1	5	0	0	4	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	10	0	0
M01895_13_000000000-ABYEE_1_2108_10184_4387|gene_18S	3	3	1	1	0	0	2	1	1	1	0	1	16	0	0	0	0	5	0	0	0	2	0	1	3	1	4	12
M01895_13_000000000-ABYEE_1_1112_7276_9255|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	5	0	17	0	0
M01895_13_000000000-ABYEE_1_1106_21589_10314|gene_18S	2	13	1	1	4	0	0	3	0	0	0	0	0	0	0	8	1	0	0	2	1	0	0	0	0	3	2	0
M01895_13_000000000-ABYEE_1_1102_27396_8615|gene_18S	0	5	1	0	0	2	20	0	0	5	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0
M01895_13_000000000-ABYEE_1_1107_9186_15890|gene_18S	0	0	3	6	0	0	0	3	0	0	0	1	0	0	8	0	2	4	0	2	0	2	2	0	0	3	3	1
M01895_13_000000000-ABYEE_1_1102_18197_22615|gene_18S	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15
M01895_13_000000000-ABYEE_1_1102_9756_20193|gene_18S	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1101_16960_22655|gene_18S	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
M01895_13_000000000-ABYEE_1_2103_8801_21971|gene_18S	2	2	3	1	1	0	4	0	0	0	7	0	1	0	0	0	1	2	0	1	1	2	0	2	0	4	1	2
M01895_13_000000000-ABYEE_1_1108_18551_27997|gene_18S	0	0	1	5	1	0	0	3	0	0	2	2	2	1	6	1	0	2	7	1	0	2	0	0	0	3	9	0
M01895_13_000000000-ABYEE_1_1102_9272_8826|gene_18S	0	0	0	1	8	0	0	1	5	1	0	3	22	0	0	0	0	4	2	3	0	0	1	0	0	14	5	4
M01895_13_000000000-ABYEE_1_1107_5057_15956|gene_18S	0	0	0	0	4	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0
M01895_13_000000000-ABYEE_1_1106_11333_21548|gene_18S	10	0	0	0	0	1	0	0	0	0	3	0	0	10	0	0	6	0	0	0	0	0	0	0	0	5	1	0
M01895_13_000000000-ABYEE_1_1101_6342_16702|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2110_12805_10454|gene_18S	0	1	0	1	0	0	0	0	0	0	1	1	5	2	1	2	3	1	1	1	0	0	2	0	1	3	1	5
M01895_13_000000000-ABYEE_1_1106_16034_12271|gene_18S	7	2	2	2	10	0	7	15	5	0	0	8	1	2	16	0	0	6	2	1	4	4	3	1	8	3	6	8
M01895_13_000000000-ABYEE_1_1102_3392_15167|gene_18S	2	13	0	0	0	3	0	7	1	1	3	1	13	0	0	6	3	1	1	4	3	2	0	1	0	1	3	0
M01895_13_000000000-ABYEE_1_1111_11531_24282|gene_18S	0	0	0	0	0	0	0	0	13	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	1	12	0	0
M01895_13_000000000-ABYEE_1_1107_3996_14863|gene_18S	0	0	0	0	0	2	2	0	16	1	14	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_15324_22685|gene_18S	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	1	0	0	0	0	0	1	22	5	0
M01895_13_000000000-ABYEE_1_1101_4922_6664|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
M01895_13_000000000-ABYEE_1_1104_15937_14975|gene_18S	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_5233_9430|gene_18S	1	0	1	0	2	0	0	5	0	6	0	1	2	0	0	1	0	5	0	7	1	6	1	0	0	7	0	1
M01895_13_000000000-ABYEE_1_1103_21697_12349|gene_18S	1	1	4	0	0	5	0	0	1	10	2	0	1	0	1	0	7	3	0	3	0	7	2	0	0	2	4	1
M01895_13_000000000-ABYEE_1_1104_14004_15782|gene_18S	1	1	0	0	0	0	0	0	1	5	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_11739_27522|gene_18S	0	1	0	30	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_23877_20241|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
M01895_13_000000000-ABYEE_1_1102_10476_22280|gene_18S	0	0	0	0	0	1	0	0	0	1	5	1	8	1	0	0	0	0	0	0	0	0	0	0	0	10	2	3
M01895_13_000000000-ABYEE_1_2112_9210_16893|gene_18S	1	1	3	0	1	0	4	1	3	2	3	0	8	0	2	1	4	2	3	0	1	6	3	2	2	17	4	6
M01895_13_000000000-ABYEE_1_2108_20782_11911|gene_18S	24	0	8	4	4	25	10	0	15	9	2	1	3	4	14	3	7	5	4	3	7	1	2	0	3	9	15	7
M01895_13_000000000-ABYEE_1_1106_4392_19806|gene_18S	1	0	0	0	0	1	0	0	0	6	2	0	0	0	0	0	9	0	0	0	1	0	0	16	0	2	0	0
M01895_13_000000000-ABYEE_1_1111_14584_22092|gene_18S	3	3	1	5	0	1	4	4	1	18	1	0	5	4	2	0	0	7	1	3	0	2	5	0	0	4	1	5
M01895_13_000000000-ABYEE_1_2109_22602_10225|gene_18S	0	0	0	0	0	0	0	1	0	0	4	2	2	0	0	1	0	2	0	0	0	0	0	0	0	1	23	3
M01895_13_000000000-ABYEE_1_1108_11678_6267|gene_18S	5	1	3	0	0	4	1	0	0	1	2	1	4	1	0	0	2	0	0	1	1	2	0	0	0	6	1	0
