OTU_id	CM30c28-P	Plot05-I	CM30c46-O	CM30b58-I	CM30c60-B	LB5-I	CM31a5-A	CM30c-O	Plot05-N	CM30d3-D	CM30c44-C	CM30c39-E	CM30c30-L	CM30c53-I	CM30b60-M	CM30c39-A	CM30b51-B	CM30d12-H	CM30c53-B	CM30c30-N	Plot03-N	CM30d12-L	Plot08-I	Plot06-I	Plot02-C	Plot03-H	Plot01-L	CM30c35-D	Plot08-O	LB5-A	CM30c60-A	Plot04-N	CM30b60-E	CM30c28-N	CM30c37-L	CM30c62-D	CM31a5-B	CM30c37-E	CM30c44-B	CM30d3-L	Plot01-B	LB1-E	Plot02-M	CM30b51-M	Plot07-M	LB1-A	CM30c-P	Plot06-N	CM30c46-D	Plot07-N	CM30c51-I	CM30c35-B	Plot04-A	CM30c51-H	CM30b58-C	CM30c62-M
M00598_54_000000000-ABCWN_1_1101_18637_10983|gene_26S	0	0	0	0	0	0	0	0	0	111	0	231	0	0	191	0	0	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_20949_14105|gene_26S	1	26	588	21	1	208	412	0	0	89	0	2	0	4	2	4	49	5	0	0	23	22	10	23	0	8	0	2	68	0	1	9	0	0	10	0	116	2	0	34	0	119	7	23	20	3	10	3	6	11	5	98	0	0	96	0
M00598_54_000000000-ABCWN_1_1101_8856_2265|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1107_17919_22698|gene_26S	0	0	8	11	0	0	0	0	47	0	0	6	0	2	69	0	17	0	0	0	0	254	0	0	0	43	0	0	88	0	87	2	0	0	46	0	1	842	0	893	0	0	4	2	238	0	0	0	0	93	0	4	0	0	0	23
M00598_54_000000000-ABCWN_1_1101_8313_2166|gene_26S	0	0	0	0	0	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_12493_1585|gene_26S	91	7	127	9	9	46	40	252	128	10	1	3	1	31	2	0	2	4	3	1	3	3	18	0	2	8	4	19	0	2	0	9	8	5	9	3	8	2082	5	224	7	8	18	3	0	0	40	2	10	0	0	9	68	1	73	4
M00598_54_000000000-ABCWN_1_1101_17236_1590|gene_26S	0	16	1	116	0	31	7	0	728	231	259	10	0	0	81	717	331	25	0	0	0	90	0	47	127	239	7	28	220	2	14	11	384	0	36	9	1	73	82	69	48	49	49	20	182	4	77	333	0	185	66	0	0	670	0	5
M00598_54_000000000-ABCWN_1_1106_8579_16259|gene_26S	92	32	1	70	90	133	124	325	0	15	4	83	2	999	2	1	4	336	238	61	40	11	44	6	13	8	8	0	29	24	21	20	1	231	12	9	16	4	3	31	53	67	73	47	14	59	75	7	25	19	4	19	6	3	513	7
M00598_54_000000000-ABCWN_1_2106_19977_3251|gene_26S	8	25	18	218	0	13	0	399	241	17	66	29	18	0	72	6	0	80	0	110	7	5	34	28	2	32	0	0	4	9	0	38	0	3	141	1	0	29	28	6	0	4	15	0	6	10	66	46	6	6	0	0	107	0	252	3
M00598_54_000000000-ABCWN_1_1104_14626_8015|gene_26S	0	44	1043	0	0	0	93	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	58	112	0	0	204	0	13	7	0	152	0	0	0	0	131	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1102_23623_5730|gene_26S	104	30	1	82	28	15	16	213	29	26	140	14	0	130	15	41	17	13	23	13	20	24	5	36	4	6	136	5	125	8	2	154	15	6	78	4	2	38	75	0	21	13	4	1	60	1	195	143	0	56	3	0	141	83	221	27
M00598_54_000000000-ABCWN_1_2105_15052_13312|gene_26S	3	24	5	300	1	93	25	4	2	49	14	969	0	0	51	94	166	43	3	3	0	62	1	38	13	55	37	0	40	2	5	34	410	2	42	18	23	91	98	10	38	71	22	5	30	5	7	194	2	21	5	23	42	20	27	25
M00598_54_000000000-ABCWN_1_1107_8519_8369|gene_26S	0	0	1	0	0	98	0	0	8	0	0	0	50	0	0	0	15	117	0	51	0	0	9	0	0	0	0	0	0	1558	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	96	0	0	110	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_8743_3538|gene_26S	0	16	0	1	0	0	0	5	23	5	1098	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	242	39	0	2	0	0	0	0	0	210	0	0	0	10	0	0	420	0	0
M00598_54_000000000-ABCWN_1_1103_8313_13701|gene_26S	9	4	85	0	0	0	0	11	0	0	0	290	0	0	0	353	0	24	1	0	103	31	15	2	430	117	0	44	23	0	1	0	0	13	1	34	54	0	0	1	0	0	67	0	0	0	100	2	0	4	0	254	0	0	43	9
M00598_54_000000000-ABCWN_1_1105_7672_5254|gene_26S	0	0	0	34	0	20	0	0	58	1	0	0	0	0	97	0	27	0	2	0	0	112	1	1	0	27	0	0	4	0	12	0	0	7	1	0	0	3	0	1	0	6	0	0	0	2	0	1867	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_18675_19864|gene_26S	0	4	8	7	2	52	3	11	45	21	14	36	0	0	4	48	1	1	0	1	1	26	2	2	48	81	7	0	45	5	11	1	30	0	15	0	44	63	128	0	11	726	0	2	78	9	4	47	2	95	12	0	3	108	9	0
M00598_54_000000000-ABCWN_1_1101_9805_5065|gene_26S	93	27	21	50	2	8	35	56	43	16	35	11	1	90	63	30	131	91	28	14	4	61	53	42	9	78	38	2	166	13	0	376	28	8	285	0	4	53	25	2	52	28	10	39	7	9	125	85	1	4	4	28	637	50	116	63
M00598_54_000000000-ABCWN_1_1101_20354_7694|gene_26S	0	0	0	416	0	316	1	0	0	0	1427	0	0	0	0	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13172_3500|gene_26S	0	0	0	0	0	0	3306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13184_3738|gene_26S	0	1570	0	4	9	4	12	0	1	0	0	0	0	0	0	0	0	0	1	17	1	0	98	41	0	0	0	0	2	0	0	0	1	0	7	0	21	1	0	1	2	4	0	0	0	0	6	7	0	3	0	0	0	12	0	22
M00598_54_000000000-ABCWN_1_1101_18891_11042|gene_26S	9	4	313	1193	27	0	27	21	5	240	307	11	0	0	1	2	22	5	2	0	6	60	0	1	0	28	8	3	1	2	16	3	41	0	115	3	3	516	95	0	4	2	364	0	22	2	164	13	0	257	8	0	1	9	3	50
M00598_54_000000000-ABCWN_1_1101_16467_3735|gene_26S	943	0	0	0	0	46	0	0	0	0	0	0	41	14	0	0	0	52	217	107	0	0	49	0	0	0	0	0	0	60	0	0	0	49	0	0	1	1	0	0	0	10	0	29	0	27	0	0	0	0	0	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_23976_18362|gene_26S	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2936	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_25759_12906|gene_26S	242	32	69	3	106	70	303	217	25	75	91	66	12	148	31	234	63	97	127	104	26	55	75	27	23	35	3	87	32	33	37	71	79	123	176	398	143	134	27	632	0	226	265	69	70	72	306	96	60	64	68	58	158	256	73	167
M00598_54_000000000-ABCWN_1_1102_19420_10236|gene_26S	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_24430_5622|gene_26S	0	0	503	0	0	0	0	0	0	0	50	9	0	10	0	49	169	13	0	2	0	26	0	0	0	0	0	0	57	6	0	1	3	0	1705	146	0	4	73	42	31	98	0	0	98	0	412	0	0	168	79	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_21695_18490|gene_26S	25	42	22	14	19	0	2	138	170	20	210	474	0	1	147	722	0	258	8	52	14	166	881	0	9	67	0	0	326	0	39	12	216	164	6	117	166	8	25	7	4	35	98	0	145	3	255	1	1	218	62	0	0	49	0	57
M00598_54_000000000-ABCWN_1_1101_23098_2324|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_23771_14640|gene_26S	0	4	1155	368	2	19	21	138	79	0	51	0	0	10	0	3	1	3	0	121	82	0	7	3	6	3	30	127	1	7	14	65	0	0	16	26	5	8	40	0	86	0	51	1	3	1	78	22	0	0	0	4	667	13	327	124
M00598_54_000000000-ABCWN_1_1101_23576_4490|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	162	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_22580_13938|gene_26S	11	16	1	40	0	78	442	108	0	78	0	47	0	12	73	87	26	19	11	26	3	0	7	16	0	50	119	4	51	5	2	26	58	63	58	43	12	53	7	102	0	23	146	2	3	51	65	22	3	0	1	116	0	75	36	56
M00598_54_000000000-ABCWN_1_1101_28592_14340|gene_26S	0	0	0	0	0	0	0	0	10	146	46	0	0	0	0	284	0	0	0	0	0	0	0	8	0	104	0	0	3	0	0	0	4	0	0	0	0	100	0	0	0	0	0	0	412	0	0	1	0	432	1	0	0	60	0	0
M00598_54_000000000-ABCWN_1_1101_10517_19563|gene_26S	0	0	0	0	5	0	0	0	0	0	439	0	0	0	4	10	0	0	0	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_6051_5150|gene_26S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_7160_14771|gene_26S	0	0	0	1	0	24	0	1	0	75	297	1	0	0	0	152	1	0	0	0	0	2	1	0	0	0	78	0	0	0	1	0	302	0	4	0	0	6	220	0	25	17	0	0	155	0	0	0	0	72	1	0	29	92	0	1
M00598_54_000000000-ABCWN_1_1101_24648_5335|gene_26S	0	0	0	1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16854_1922|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_23659_2046|gene_26S	78	31	80	203	37	96	89	77	33	71	34	6	10	61	9	7	128	16	38	6	39	35	17	64	5	13	83	59	30	32	9	29	13	30	79	6	15	24	23	180	64	60	39	82	9	18	65	39	8	5	8	107	48	47	268	129
M00598_54_000000000-ABCWN_1_1101_12658_20550|gene_26S	14	123	131	0	3	0	0	0	61	0	0	0	0	140	1	0	243	73	92	0	23	25	0	66	0	43	0	145	0	1	18	38	12	0	202	0	0	0	2	0	0	0	40	10	24	0	14	19	8	2	0	45	57	2	189	122
M00598_54_000000000-ABCWN_1_1105_18292_21071|gene_26S	0	0	1	16	0	2	0	0	0	241	0	5	0	0	0	3	1	1	0	14	0	624	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	7	0	0	0	0	0	0	0	0	32	0
M00598_54_000000000-ABCWN_1_2109_18176_18530|gene_26S	2	27	16	0	0	0	0	0	26	10	0	13	0	4	80	0	15	14	1	0	0	27	85	0	4	119	0	0	613	5	0	162	6	0	69	1	0	5	3	0	0	0	9	0	0	0	124	0	0	0	3	0	11	39	0	33
M00598_54_000000000-ABCWN_1_1103_22161_6756|gene_26S	1	22	0	13	18	25	0	17	22	0	0	9	0	36	0	0	16	31	0	0	172	0	0	49	0	33	7	45	0	0	10	1	0	955	0	47	0	0	0	1	2	0	52	2	0	0	1	0	53	0	0	2	1	5	196	25
M00598_54_000000000-ABCWN_1_1104_10144_15949|gene_26S	0	0	0	11	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_27135_17748|gene_26S	7	6	18	25	4	1063	8	11	48	51	0	2	0	1	17	3	20	42	0	33	7	19	3	21	0	32	101	0	4	243	0	198	3	6	34	1	22	57	3	25	88	35	2	1	15	11	86	18	0	3	4	1	162	12	130	12
M00598_54_000000000-ABCWN_1_1102_23160_8169|gene_26S	0	1	0	67	36	5	0	0	144	49	22	0	27	0	49	182	116	1	1	0	0	122	0	98	397	317	0	0	61	0	34	7	458	0	23	3	0	22	19	204	0	0	4	30	140	0	0	506	0	69	6	23	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_18281_9210|gene_26S	0	0	0	0	0	0	1	0	6	0	15	3	0	0	115	587	249	0	0	1	0	265	0	0	0	24	0	0	0	23	3	0	96	0	53	41	0	3	0	0	0	0	0	0	15	0	2	5	0	4	1	0	0	481	0	61
M00598_54_000000000-ABCWN_1_2105_25988_3867|gene_26S	0	0	2	0	1	0	0	0	21	3	15	0	0	0	0	15	289	0	0	0	9	0	0	11	0	3	0	0	0	1	0	77	46	0	24	0	0	24	40	0	0	0	0	0	8	0	0	68	1	0	0	4	949	0	0	14
M00598_54_000000000-ABCWN_1_2101_19160_2756|gene_26S	4	0	277	206	0	13	0	9	23	20	4	5	0	0	0	9	83	9	0	0	0	53	4	2	47	22	0	0	10	20	0	0	11	0	91	4	0	3	25	2	0	24	20	7	166	2	11	3	1	17	4	0	37	169	26	0
M00598_54_000000000-ABCWN_1_2107_16344_8156|gene_26S	16	12	944	80	5	231	0	524	72	182	29	45	140	5	4	26	8	7	97	262	10	92	110	3	25	103	1	5	113	266	0	7	60	24	39	55	0	11	49	113	1	670	18	73	85	187	122	18	201	83	2	11	27	2	207	3
M00598_54_000000000-ABCWN_1_1101_10095_3752|gene_26S	0	71	53	14	90	188	27	22	3	654	0	27	0	0	28	0	0	3	0	6	0	102	0	0	6	4	0	0	8	0	65	0	65	0	373	12	1	95	0	10	0	571	65	0	59	13	42	99	0	174	15	0	0	47	6	1
M00598_54_000000000-ABCWN_1_1105_15799_2461|gene_26S	0	0	0	27	0	0	0	0	195	0	108	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	50	0	9	0	0	3	48	0	0	0	0	2	115	0	0	58	0	9	0	0	0	0	8	0
M00598_54_000000000-ABCWN_1_1107_7568_17192|gene_26S	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1581	0	0	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_18285_17049|gene_26S	0	97	64	0	0	91	0	94	0	9	0	0	75	145	0	0	13	76	48	68	1	55	0	4	0	0	0	9	11	11	0	91	147	122	114	36	0	0	0	48	0	136	595	5	1	17	85	0	22	0	0	39	32	0	1	43
M00598_54_000000000-ABCWN_1_1101_23537_10226|gene_26S	0	0	708	0	12	360	0	0	0	86	0	0	3	144	0	0	20	0	71	195	1	34	17	7	0	1	0	0	29	5	5	12	0	0	169	0	0	0	0	1	0	952	25	0	0	31	3	15	12	0	0	0	167	0	0	0
M00598_54_000000000-ABCWN_1_1101_11673_2393|gene_26S	3	5	2	1211	133	2	8	842	0	0	0	0	2	0	0	1	1	0	0	0	1435	7	0	0	1	0	4	7	0	5	0	0	0	112	0	52	26	0	0	0	0	1	259	0	0	8	20	2	4	0	0	0	3	0	0	2
M00598_54_000000000-ABCWN_1_1101_16099_7660|gene_26S	1	149	787	39	30	111	2	2	502	19	2	171	10	0	120	22	182	115	6	107	0	333	289	0	147	449	0	679	687	6	18	0	67	32	67	377	123	272	0	113	0	142	2129	0	127	80	19	36	27	250	34	108	1	21	2	120
M00598_54_000000000-ABCWN_1_1101_14791_3266|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_17089_7549|gene_26S	27	0	0	79	304	10	0	18	0	127	0	0	17	201	0	0	641	6	158	45	13	17	0	0	3	0	0	324	2	82	1	5	9	52	1	0	80	0	0	42	0	0	0	17	0	0	27	4	9	0	10	1390	33	5	1	0
M00598_54_000000000-ABCWN_1_1101_17099_1990|gene_26S	0	0	0	0	0	234	0	0	1	185	1291	1	1	0	42	80	33	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0	222	0	3	0	0	0	59	68	0	91	0	0	0	4	51	279	0	0	0	0	60	0	0	0
M00598_54_000000000-ABCWN_1_1101_12297_5150|gene_26S	158	163	96	2	0	136	65	40	3	0	0	0	0	64	0	0	0	153	42	2	66	14	121	0	15	15	0	152	76	0	0	5	0	410	0	7	104	0	0	86	0	0	806	0	0	17	6	0	25	0	12	0	2	0	204	178
M00598_54_000000000-ABCWN_1_1109_17937_3790|gene_26S	0	0	2	3	0	0	0	0	338	0	0	0	0	30	0	0	152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	233	141	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	507	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_14647_2204|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	1010	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
M00598_54_000000000-ABCWN_1_1106_25646_16693|gene_26S	0	0	0	0	0	367	0	0	0	0	0	0	29	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	734	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	38	0	0	2	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_10562_8123|gene_26S	61	46	813	11	30	16	298	34	118	98	23	100	10	33	46	39	60	33	18	7	3	144	199	0	14	85	1	502	193	19	9	5	96	59	177	58	119	207	13	548	0	132	1017	20	21	33	48	31	56	13	12	253	12	6	51	133
M00598_54_000000000-ABCWN_1_1106_9559_17914|gene_26S	11	22	79	15	6	139	34	29	16	53	3	29	1	7	1	10	57	15	1	23	1	48	18	12	7	2	16	18	21	11	3	17	10	13	9	4	21	35	5	75	2	160	44	37	17	19	11	48	15	12	1	17	40	24	24	0
M00598_54_000000000-ABCWN_1_2113_26108_6974|gene_26S	0	0	0	1	0	0	1	0	0	0	105	0	0	0	2	0	23	4	1	0	0	0	0	5	0	0	0	0	0	1	0	0	1121	0	347	0	0	0	38	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
M00598_54_000000000-ABCWN_1_2109_22422_7469|gene_26S	1	2	0	23	2	114	0	17	51	199	0	0	0	8	9	39	36	35	22	0	1	55	0	0	0	0	5	0	10	2	1	5	94	4	6	0	0	3	12	166	100	213	0	12	10	7	4	33	0	6	95	0	4	828	0	2
M00598_54_000000000-ABCWN_1_2112_16696_24719|gene_26S	5	1	84	2	1	0	208	26	0	3	0	0	0	11	0	0	1238	15	6	0	14	3	43	4	1	2	29	2	57	0	0	0	9	51	5	0	0	1	0	3	0	1	3	0	0	0	32	16	0	0	0	0	0	8	65	1
M00598_54_000000000-ABCWN_1_2107_27321_10702|gene_26S	0	7	2	0	25	0	27	12	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	37	0	430	12	0	0	13	1	0	0	9	28	24	4	1	0	354	0	41	0	0	0	21	43	0	3	17	57	19	185	0	73
M00598_54_000000000-ABCWN_1_1101_13373_15090|gene_26S	0	0	20	2	0	25	0	4	0	0	0	1	170	0	0	0	0	399	146	274	0	5	100	0	0	0	0	0	0	289	0	0	1	47	0	0	0	0	0	0	0	3	0	1	0	33	175	0	9	0	0	0	0	0	48	0
M00598_54_000000000-ABCWN_1_2107_17961_10362|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1266	0	0	0	0	7	0	0	0
M00598_54_000000000-ABCWN_1_1101_26226_15614|gene_26S	141	10	0	200	0	0	20	854	2	7	15	0	0	1	0	1	9	0	0	2	39	0	7	0	0	7	0	2	0	0	0	16	2	40	2	89	2	6	15	0	0	14	0	0	1	0	0	3	0	1	0	1	0	0	22	52
M00598_54_000000000-ABCWN_1_2101_9718_11408|gene_26S	0	4	0	6	9	0	0	0	21	0	144	0	0	1	18	151	87	16	11	0	0	5	0	4	0	2	2	0	2	0	7	0	1291	0	6	0	0	1	33	6	1	0	1	0	29	0	0	1	0	22	94	0	5	168	0	5
M00598_54_000000000-ABCWN_1_2103_26855_18744|gene_26S	3	67	187	28	0	9	13	0	121	157	0	0	1	9	9	0	21	11	17	2	5	102	1	4	0	38	0	123	6	7	4	11	0	5	0	17	2	3	0	808	0	24	122	1	0	14	31	1	7	0	0	309	1	0	59	246
M00598_54_000000000-ABCWN_1_1105_8736_15807|gene_26S	0	0	939	0	0	3	0	0	0	24	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	64	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_22020_9899|gene_26S	0	42	4	258	3	486	0	0	0	0	0	0	0	36	0	0	3	16	3	23	0	15	2	13	0	0	0	0	1	57	54	61	0	0	146	0	0	12	0	464	0	233	1	9	0	53	182	3	2	0	0	0	0	0	21	118
M00598_54_000000000-ABCWN_1_1110_13612_10766|gene_26S	2	12	12	50	4	19	68	1	47	446	6	9	0	9	3	26	75	5	1	0	6	70	15	6	5	2	7	14	5	0	0	7	18	1	55	0	53	33	3	36	0	35	2	45	16	4	33	29	17	4	0	40	0	67	237	1
M00598_54_000000000-ABCWN_1_1105_15117_19985|gene_26S	0	210	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	3	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	188	0	0
M00598_54_000000000-ABCWN_1_1110_15012_9345|gene_26S	0	0	0	0	0	0	0	0	259	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_9507_20676|gene_26S	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	164	0
M00598_54_000000000-ABCWN_1_1101_15866_3034|gene_26S	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_2108_19883_16614|gene_26S	1	13	0	0	34	2	0	0	34	39	163	3	0	3	8	58	61	1	1	0	1	6	1	73	63	60	134	0	3	0	21	23	55	0	23	1	0	273	87	1	15	5	4	0	175	0	34	571	0	53	12	3	87	198	0	0
M00598_54_000000000-ABCWN_1_1105_13498_13549|gene_26S	83	13	105	39	31	26	17	36	36	56	38	9	0	37	0	2	141	28	21	7	10	15	10	9	27	35	73	6	28	13	5	50	19	5	49	4	8	21	5	52	146	104	23	39	6	5	29	99	7	2	10	20	139	37	95	2
M00598_54_000000000-ABCWN_1_1101_24144_9729|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	400
M00598_54_000000000-ABCWN_1_1104_5953_11311|gene_26S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_19534_7611|gene_26S	1	853	0	0	1	2	0	0	5	4	0	0	0	2	0	0	2	0	0	0	3	0	0	973	0	0	5	0	0	0	0	7	1	0	0	0	0	41	4	0	1	3	0	0	0	0	6	9	2	0	0	12	5	0	0	94
M00598_54_000000000-ABCWN_1_1109_12516_14303|gene_26S	0	8	452	1	0	39	2	0	25	12	8	0	18	0	6	0	55	6	0	296	3	11	32	1	0	65	0	0	22	96	4	0	13	0	8	0	0	50	3	25	0	9	20	1	88	49	1	8	0	87	0	0	0	2	5	0
M00598_54_000000000-ABCWN_1_1101_12157_1795|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_22319_5630|gene_26S	2	9	15	11	1	42	0	13	28	38	53	1	0	0	3	0	19	3	0	1	7	10	2	4	0	3	10	96	9	0	2	9	23	1	396	0	9	141	9	9	28	18	2	0	33	0	0	49	0	1	1	8	18	18	17	1
M00598_54_000000000-ABCWN_1_1101_22343_16463|gene_26S	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	169	0	0	0	0	0	0	19	0	0	845	0	53	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_20665_13070|gene_26S	66	0	0	16	53	22	139	1131	3	40	121	0	2	114	66	380	5	2	10	183	0	241	0	4	0	0	11	0	0	0	160	2	344	11	0	0	1776	63	250	67	0	96	0	2	94	3	7	2	0	62	102	0	0	501	0	34
M00598_54_000000000-ABCWN_1_1103_19862_8859|gene_26S	0	29	31	82	0	7	27	12	8	6	0	0	35	5	2	0	12	54	6	5	4	21	5	4	0	1	0	7	5	17	0	22	12	5	57	0	129	12	0	10	0	0	0	413	0	32	10	14	156	0	0	15	7	5	251	0
